source,run,time,gender_name,index_id,count,age,age2,age3,gender,ses,fat,protein,sodium,energy,pa,bmi,alzheimer,asthma,colorectalcancer,diabetes,lowbackpain,osteoarthritisknee,disability_weight,deaths,migrations,normal_weight,over_weight,obese_weight,above_weight,yll,yld,daly
baseline,1,2010,male,0,393,0,0,0,1,0.0672906,129.728,81.9051,2.39625,2817.39,3343.66,14,0,0,0,0,0,0,0,0,0,0.92112,0.0356234,0.043257,0.0788804,0,0,0
baseline,1,2010,female,0,377,0,0,0,0,-0.0465466,123.072,84.8774,2.47944,2658.48,2578.3,14,0,0,0,0,0,0,0,0,0,0.917772,0.0397878,0.0424403,0.0822281,0,0,0
baseline,1,2010,male,1,391,1,1,1,1,-0.0223837,131.817,83.2249,2.44208,2861.89,3319.45,14.6608,0,0.056266,0,0,0.00511509,0,0.0252295,0,0,0.867008,0.0588235,0.0741688,0.132992,0,2522.95,2522.95
baseline,1,2010,female,1,375,1,1,1,0,0.00979185,124.146,85.5389,2.51211,2683.43,2566.47,14.6461,0,0.0426667,0,0,0.0133333,0,0.0274284,0,0,0.861333,0.0426667,0.096,0.138667,0,2742.84,2742.84
baseline,1,2010,male,2,390,2,4,8,1,0.0159632,135.665,85.6443,2.52619,2943.31,3275.81,15.3215,0,0.0410256,0,0,0.00512821,0,0.0252295,0,0,0.835897,0.0692308,0.0948718,0.164103,0,2522.95,2522.95
baseline,1,2010,female,2,373,2,4,8,0,0.101937,126.128,86.7576,2.57205,2729.13,2542.67,15.2922,0,0.0348525,0,0,0.00268097,0,0.0274284,0,0,0.809651,0.080429,0.10992,0.190349,0,2742.84,2742.84
baseline,1,2010,male,3,392,3,9,27,1,-0.0971066,140.713,88.7949,2.63599,3049.07,3221.07,15.9823,0,0.0459184,0,0,0.00255102,0,0.0252295,0,0,0.721939,0.122449,0.155612,0.278061,0,2522.95,2522.95
baseline,1,2010,female,3,374,3,9,27,0,0.0950062,128.74,88.3577,2.65013,2788.49,2508.27,15.9383,0,0.0374332,0,0,0.013369,0,0.0274284,0,0,0.740642,0.112299,0.147059,0.259358,0,2742.84,2742.84
baseline,1,2010,male,4,392,4,16,64,1,-0.0430478,146.328,92.2716,2.75768,3165.6,3164.52,16.6431,0,0.0510204,0,0,0.00510204,0,0.0252295,0,0,0.617347,0.158163,0.22449,0.382653,0,2522.95,2522.95
baseline,1,2010,female,4,375,4,16,64,0,0.0370363,131.681,90.1466,2.73628,2853.59,2467.64,16.5843,0,0.056,0,0,0.0186667,0,0.0274284,0,0,0.613333,0.176,0.210667,0.386667,0,2742.84,2742.84
