source,run,time,gender_name,index_id,count,age,age2,age3,gender,ses,fat,protein,sodium,energy,pa,bmi,alzheimer,asthma,colorectalcancer,diabetes,lowbackpain,osteoarthritisknee,disability_weight,deaths,migrations,normal_weight,over_weight,obese_weight,above_weight,yll,yld,daly
baseline,1,2010,male,0,393,0,0,0,1,-0.00642751,129.728,81.9051,2.39625,2817.39,3343.66,14,0,0,0,0,0,0,0,0,0,0.905852,0.0508906,0.043257,0.0941476,0,0,0
baseline,1,2010,female,0,377,0,0,0,0,-0.0538127,123.072,84.8774,2.47944,2658.48,2578.3,14,0,0,0,0,0,0,0,0,0,0.907162,0.0477454,0.0450928,0.0928382,0,0,0
baseline,1,2010,male,1,391,1,1,1,1,-0.106432,131.817,83.2249,2.44208,2861.89,3319.45,14.6608,0,0.0690537,0,0,0.00511509,0,0.0252295,0,0,0.859335,0.0716113,0.0690537,0.140665,0,2522.95,2522.95
baseline,1,2010,female,1,375,1,1,1,0,0.00819768,124.146,85.5389,2.51211,2683.43,2566.47,14.6461,0,0.0213333,0,0,0.008,0,0.0274284,0,0,0.888,0.0506667,0.0613333,0.112,0,2742.84,2742.84
baseline,1,2010,male,2,390,2,4,8,1,0.0679527,135.665,85.6443,2.52619,2943.31,3275.81,15.3215,0,0.0410256,0,0,0,0,0.0252295,0,0,0.835897,0.0974359,0.0666667,0.164103,0,2522.95,2522.95
baseline,1,2010,female,2,373,2,4,8,0,-0.0277579,126.128,86.7576,2.57205,2729.13,2542.67,15.2922,0,0.0402145,0,0,0.00268097,0,0.0274284,0,0,0.817694,0.112601,0.0697051,0.182306,0,2742.84,2742.84
baseline,1,2010,male,3,392,3,9,27,1,0.0678814,140.713,88.7949,2.63599,3049.07,3221.07,15.9823,0,0.0459184,0,0,0.00255102,0,0.0252295,0,0,0.721939,0.0943878,0.183673,0.278061,0,2522.95,2522.95
baseline,1,2010,female,3,374,3,9,27,0,0.00582918,128.74,88.3577,2.65013,2788.49,2508.27,15.9383,0,0.040107,0,0,0.013369,0,0.0274284,0,0,0.705882,0.160428,0.13369,0.294118,0,2742.84,2742.84
baseline,1,2010,male,4,392,4,16,64,1,-0.0410935,146.328,92.2716,2.75768,3165.6,3164.52,16.6431,0,0.0765306,0,0,0.0102041,0,0.0252295,0,0,0.59949,0.168367,0.232143,0.40051,0,2522.95,2522.95
baseline,1,2010,female,4,375,4,16,64,0,0.0653685,131.681,90.1466,2.73628,2853.59,2467.64,16.5843,0,0.0586667,0,0,0.0106667,0,0.0274284,0,0,0.608,0.184,0.208,0.392,0,2742.84,2742.84
baseline,1,2010,male,5,388,5,25,125,1,-0.0376326,151.967,95.7408,2.87995,3282.05,3113.23,17.3039,0,0.0773196,0,0,0.0206186,0,0.0319848,0,0,0.507732,0.17268,0.319588,0.492268,0,3198.48,3198.48
baseline,1,2010,female,5,370,5,25,125,0,0.0354381,134.694,91.9668,2.82233,2917.82,2427.67,17.2304,0,0.0513514,0,0,0.00810811,0,0.03555,0,0,0.540541,0.224324,0.235135,0.459459,0,3555,3555
baseline,1,2010,male,6,386,6,36,216,1,-0.0963679,157.281,99.0012,2.99603,3392.26,3069.35,17.627,0,0.0362694,0,0,0.015544,0,0.0319848,0,0,0.507772,0.233161,0.259067,0.492228,0,3198.48,3198.48
baseline,1,2010,female,6,369,6,36,216,0,-0.0334717,137.602,93.7278,2.90375,2977.26,2394.84,17.5829,0,0.0460705,0,0,0.0325203,0,0.03555,0,0,0.539295,0.249322,0.211382,0.460705,0,3555,3555
baseline,1,2010,male,7,387,7,49,343,1,-0.0871746,162.148,101.989,3.10369,3494.56,3029.97,17.8475,0,0.0645995,0,0,0.0180879,0,0.0319848,0,0,0.509044,0.263566,0.22739,0.490956,0,3198.48,3198.48
baseline,1,2010,female,7,370,7,49,343,0,-0.00803501,140.306,95.4039,2.9798,3030.87,2372.11,17.805,0,0.0405405,0,0,0.027027,0,0.03555,0,0,0.524324,0.297297,0.178378,0.475676,0,3555,3555
baseline,1,2010,male,8,392,8,64,512,1,0.00434269,166.629,104.741,3.20373,3590.21,2989.53,18.0643,0,0.0816327,0,0,0.0178571,0,0.0319848,0,0,0.52551,0.334184,0.140306,0.47449,0,3198.48,3198.48
baseline,1,2010,female,8,375,8,64,512,0,-0.0596732,142.769,97.011,3.05214,3079.65,2357.59,17.9541,0,0.048,0,0,0.024,0,0.03555,0,0,0.573333,0.298667,0.128,0.426667,0,3555,3555
baseline,1,2010,male,9,399,9,81,729,1,0.0625473,170.897,107.344,3.2984,3681.66,2943.88,18.5265,0,0.0651629,0,0,0.0250627,0,0.0319848,0,0,0.52381,0.373434,0.102757,0.47619,0,3198.48,3198.48
baseline,1,2010,female,9,381,9,81,729,0,0.0674277,145.005,98.5776,3.12299,3125.56,2346.35,18.2958,0,0.0734908,0,0,0.0262467,0,0.03555,0,0,0.622047,0.299213,0.0787402,0.377953,0,3555,3555
baseline,1,2010,male,10,398,10,100,1000,1,0.0111669,175.156,109.906,3.39065,3771.64,2893.07,18.5384,0,0.0753769,0,0,0.0100503,0,0.0489486,0,0,0.59799,0.339196,0.0628141,0.40201,0,4894.86,4894.86
baseline,1,2010,female,10,379,10,100,1000,0,-0.0479708,147.07,100.127,3.19378,3170.52,2333.51,18.5438,0,0.0686016,0,0,0.0395778,0,0.0622047,0,0,0.670185,0.279683,0.0501319,0.329815,0,6220.47,6220.47
baseline,1,2010,male,11,391,11,121,1331,1,0.0262108,179.591,112.537,3.48432,3863.09,2841.52,18.9925,0,0.0613811,0,0,0.0383632,0,0.0489486,0,0,0.626598,0.314578,0.0588235,0.373402,0,4894.86,4894.86
baseline,1,2010,female,11,371,11,121,1331,0,0.0137814,149.044,101.677,3.26502,3215.92,2317,18.8242,0,0.0458221,0,0,0.0377358,0,0.0622047,0,0,0.727763,0.229111,0.0431267,0.272237,0,6220.47,6220.47
