source,run,time,gender_name,index_id,count,age,age2,age3,gender,ses,fat,protein,sodium,energy,pa,bmi,alzheimer,asthma,colorectalcancer,diabetes,lowbackpain,osteoarthritisknee,disability_weight,deaths,migrations,normal_weight,over_weight,obese_weight,above_weight,yll,yld,daly
intervention,1,2010,male,0,393,0,0,0,1,0.067121,129.728,81.9051,2.39625,2817.39,3343.66,14,0,0,0,0,0,0,0,0,0,0.913486,0.0407125,0.0458015,0.086514,0,0,0
intervention,1,2010,female,0,377,0,0,0,0,-0.0102459,123.072,84.8774,2.47944,2658.48,2578.3,14,0,0,0,0,0,0,0,0,0,0.920424,0.0424403,0.0371353,0.0795756,0,0,0
intervention,1,2010,male,1,391,1,1,1,1,0.0228638,131.817,83.2249,2.44208,2861.89,3319.45,14.6608,0,0.0383632,0,0,0.00255754,0,0.0252295,0,0,0.877238,0.0485934,0.0741688,0.122762,0,2522.95,2522.95
intervention,1,2010,female,1,375,1,1,1,0,0.0348666,124.146,85.5389,2.51211,2683.43,2566.47,14.6461,0,0.032,0,0,0,0,0.0274284,0,0,0.906667,0.0373333,0.056,0.0933333,0,2742.84,2742.84
intervention,1,2010,male,2,390,2,4,8,1,-0.0942956,135.665,85.6443,2.52619,2943.31,3275.81,15.3215,0,0.0384615,0,0,0.00512821,0,0.0252295,0,0,0.846154,0.0846154,0.0692308,0.153846,0,2522.95,2522.95
intervention,1,2010,female,2,373,2,4,8,0,0.0165485,126.128,86.7576,2.57205,2729.13,2542.67,15.2922,0,0.0321716,0,0,0,0,0.0274284,0,0,0.83378,0.0831099,0.0831099,0.16622,0,2742.84,2742.84
intervention,1,2010,male,3,392,3,9,27,1,0.0127309,140.713,88.7949,2.63599,3049.07,3221.07,15.9823,0,0.0510204,0,0,0.00255102,0,0.0252295,0,0,0.729592,0.0816327,0.188776,0.270408,0,2522.95,2522.95
intervention,1,2010,female,3,374,3,9,27,0,0.00366373,128.74,88.3577,2.65013,2788.49,2508.27,15.9383,0,0.0508021,0,0,0.013369,0,0.0274284,0,0,0.713904,0.139037,0.147059,0.286096,0,2742.84,2742.84
intervention,1,2010,male,4,392,4,16,64,1,-0.0468724,146.328,92.2716,2.75768,3165.6,3164.52,16.6431,0,0.0561224,0,0,0.00765306,0,0.0252295,0,0,0.604592,0.170918,0.22449,0.395408,0,2522.95,2522.95
intervention,1,2010,female,4,375,4,16,64,0,0.0230003,131.681,90.1466,2.73628,2853.59,2467.64,16.5843,0,0.0266667,0,0,0.0106667,0,0.0274284,0,0,0.597333,0.186667,0.216,0.402667,0,2742.84,2742.84
intervention,1,2010,male,5,388,5,25,125,1,0.0108318,151.967,95.7408,2.87995,3282.05,3113.23,17.3039,0,0.056701,0,0,0.0103093,0,0.0319848,0,0,0.530928,0.193299,0.275773,0.469072,0,3198.48,3198.48
intervention,1,2010,female,5,370,5,25,125,0,0.0410738,134.694,91.9668,2.82233,2917.82,2427.67,17.2304,0,0.0594595,0,0,0.0108108,0,0.03555,0,0,0.508108,0.27027,0.221622,0.491892,0,3555,3555
intervention,1,2010,male,6,386,6,36,216,1,-0.0209935,157.281,99.0012,2.99603,3392.26,3069.35,17.627,0,0.0673575,0,0,0,0,0.0319848,0,0,0.476684,0.240933,0.282383,0.523316,0,3198.48,3198.48
intervention,1,2010,female,6,369,6,36,216,0,-0.0726088,137.602,93.7278,2.90375,2977.26,2394.84,17.5829,0,0.0325203,0,0,0.0162602,0,0.03555,0,0,0.512195,0.289973,0.197832,0.487805,0,3555,3555
intervention,1,2010,male,7,387,7,49,343,1,0.0761525,162.148,101.989,3.10369,3494.56,3029.97,17.8475,0,0.0439276,0,0,0.0258398,0,0.0319848,0,0,0.490956,0.302326,0.206718,0.509044,0,3198.48,3198.48
intervention,1,2010,female,7,370,7,49,343,0,0.0729277,140.306,95.4039,2.9798,3030.87,2372.11,17.805,0,0.0567568,0,0,0.0189189,0,0.03555,0,0,0.532432,0.3,0.167568,0.467568,0,3555,3555
intervention,1,2010,male,8,392,8,64,512,1,0.104367,166.629,104.741,3.20373,3590.21,2989.53,18.0643,0,0.0663265,0,0,0.0255102,0,0.0319848,0,0,0.520408,0.316327,0.163265,0.479592,0,3198.48,3198.48
