source,run,time,gender_name,index_id,count,age,age2,age3,gender,ses,fat,protein,sodium,energy,pa,bmi,alzheimer,asthma,colorectalcancer,diabetes,lowbackpain,osteoarthritisknee,disability_weight,deaths,migrations,normal_weight,over_weight,obese_weight,above_weight,yll,yld,daly
baseline,1,2010,male,0,393,0,0,0,1,0.0202185,129.728,81.9051,2.39625,2817.39,3343.66,14,0,0,0,0,0,0,0,0,0,0.903308,0.0508906,0.0458015,0.0966921,0,0,0
baseline,1,2010,female,0,377,0,0,0,0,0.0312989,123.072,84.8774,2.47944,2658.48,2578.3,14,0,0,0,0,0,0,0,0,0,0.917772,0.0397878,0.0424403,0.0822281,0,0,0
baseline,1,2010,male,1,391,1,1,1,1,0.058968,131.817,83.2249,2.44208,2861.89,3319.45,14.6608,0,0.0460358,0,0,0.0127877,0,0.0252295,0,0,0.877238,0.0716113,0.0511509,0.122762,0,2522.95,2522.95
baseline,1,2010,female,1,375,1,1,1,0,-0.0111605,124.146,85.5389,2.51211,2683.43,2566.47,14.6461,0,0.0346667,0,0,0.0106667,0,0.0274284,0,0,0.885333,0.048,0.0666667,0.114667,0,2742.84,2742.84
baseline,1,2010,male,2,390,2,4,8,1,0.0183052,135.665,85.6443,2.52619,2943.31,3275.81,15.3215,0,0.0461538,0,0,0.025641,0,0.0252295,0,0,0.833333,0.0974359,0.0692308,0.166667,0,2522.95,2522.95
baseline,1,2010,female,2,373,2,4,8,0,0.0381509,126.128,86.7576,2.57205,2729.13,2542.67,15.2922,0,0.0294906,0,0,0.00268097,0,0.0274284,0,0,0.83378,0.0455764,0.120643,0.16622,0,2742.84,2742.84
baseline,1,2010,male,3,392,3,9,27,1,-0.0173668,140.713,88.7949,2.63599,3049.07,3221.07,15.9823,0,0.0408163,0,0,0.00255102,0,0.0252295,0,0,0.727041,0.102041,0.170918,0.272959,0,2522.95,2522.95
baseline,1,2010,female,3,374,3,9,27,0,-0.0454693,128.74,88.3577,2.65013,2788.49,2508.27,15.9383,0,0.0641711,0,0,0.0187166,0,0.0274284,0,0,0.697861,0.136364,0.165775,0.302139,0,2742.84,2742.84
baseline,1,2010,male,4,392,4,16,64,1,0.00924621,146.328,92.2716,2.75768,3165.6,3164.52,16.6431,0,0.0484694,0,0,0.00765306,0,0.0252295,0,0,0.589286,0.137755,0.272959,0.410714,0,2522.95,2522.95
baseline,1,2010,female,4,375,4,16,64,0,-0.049788,131.681,90.1466,2.73628,2853.59,2467.64,16.5843,0,0.0506667,0,0,0.008,0,0.0274284,0,0,0.610667,0.168,0.221333,0.389333,0,2742.84,2742.84
baseline,1,2010,male,5,388,5,25,125,1,0.0120345,151.967,95.7408,2.87995,3282.05,3113.23,17.3039,0,0.0412371,0,0,0.0154639,0,0.0319848,0,0,0.523196,0.180412,0.296392,0.476804,0,3198.48,3198.48
baseline,1,2010,female,5,370,5,25,125,0,-0.0245167,134.694,91.9668,2.82233,2917.82,2427.67,17.2304,0,0.0675676,0,0,0.0108108,0,0.03555,0,0,0.513514,0.259459,0.227027,0.486486,0,3555,3555
baseline,1,2010,male,6,386,6,36,216,1,-0.0885599,157.281,99.0012,2.99603,3392.26,3069.35,17.627,0,0.0621762,0,0,0.0207254,0,0.0319848,0,0,0.489637,0.251295,0.259067,0.510363,0,3198.48,3198.48
baseline,1,2010,female,6,369,6,36,216,0,-0.00490063,137.602,93.7278,2.90375,2977.26,2394.84,17.5829,0,0.0379404,0,0,0.0189702,0,0.03555,0,0,0.506775,0.298103,0.195122,0.493225,0,3555,3555
baseline,1,2010,male,7,387,7,49,343,1,-0.0379173,162.148,101.989,3.10369,3494.56,3029.97,17.8475,0,0.0516796,0,0,0.0258398,0,0.0319848,0,0,0.51938,0.27907,0.20155,0.48062,0,3198.48,3198.48
baseline,1,2010,female,7,370,7,49,343,0,-0.0182162,140.306,95.4039,2.9798,3030.87,2372.11,17.805,0,0.0567568,0,0,0.0351351,0,0.03555,0,0,0.527027,0.305405,0.167568,0.472973,0,3555,3555
baseline,1,2010,male,8,392,8,64,512,1,-0.0220229,166.629,104.741,3.20373,3590.21,2989.53,18.0643,0,0.0357143,0,0,0.0229592,0,0.0319848,0,0,0.5,0.34949,0.15051,0.5,0,3198.48,3198.48
baseline,1,2010,female,8,375,8,64,512,0,0.0425752,142.769,97.011,3.05214,3079.65,2357.59,17.9541,0,0.0613333,0,0,0.016,0,0.03555,0,0,0.565333,0.338667,0.096,0.434667,0,3555,3555
