source,run,time,gender_name,index_id,count,age,age2,age3,gender,ses,fat,protein,sodium,energy,pa,bmi,alzheimer,asthma,colorectalcancer,diabetes,lowbackpain,osteoarthritisknee,disability_weight,deaths,migrations,normal_weight,over_weight,obese_weight,above_weight,yll,yld,daly
intervention,1,2010,male,0,393,0,0,0,1,-0.0378969,129.728,81.9051,2.39625,2817.39,3343.66,14,0,0,0,0,0,0,0,0,0,0.913486,0.0356234,0.0508906,0.086514,0,0,0
intervention,1,2010,female,0,377,0,0,0,0,-0.0329551,123.072,84.8774,2.47944,2658.48,2578.3,14,0,0,0,0,0,0,0,0,0,0.909814,0.0371353,0.0530504,0.0901857,0,0,0
intervention,1,2010,male,1,391,1,1,1,1,-0.0945502,131.817,83.2249,2.44208,2861.89,3319.45,14.6608,0,0.0588235,0,0,0,0,0.0252295,0,0,0.882353,0.0716113,0.0460358,0.117647,0,2522.95,2522.95
intervention,1,2010,female,1,375,1,1,1,0,-0.0104793,124.146,85.5389,2.51211,2683.43,2566.47,14.6461,0,0.024,0,0,0.00533333,0,0.0274284,0,0,0.858667,0.056,0.0853333,0.141333,0,2742.84,2742.84
intervention,1,2010,male,2,390,2,4,8,1,0.0172801,135.665,85.6443,2.52619,2943.31,3275.81,15.3215,0,0.0564103,0,0,0.0025641,0,0.0252295,0,0,0.815385,0.0923077,0.0923077,0.184615,0,2522.95,2522.95
intervention,1,2010,female,2,373,2,4,8,0,0.0255995,126.128,86.7576,2.57205,2729.13,2542.67,15.2922,0,0.0428954,0,0,0.00536193,0,0.0274284,0,0,0.812332,0.112601,0.075067,0.187668,0,2742.84,2742.84
intervention,1,2010,male,3,392,3,9,27,1,0.0315187,140.713,88.7949,2.63599,3049.07,3221.07,15.9823,0,0.0408163,0,0,0.00510204,0,0.0252295,0,0,0.711735,0.0969388,0.191327,0.288265,0,2522.95,2522.95
intervention,1,2010,female,3,374,3,9,27,0,0.0092429,128.74,88.3577,2.65013,2788.49,2508.27,15.9383,0,0.026738,0,0,0.013369,0,0.0274284,0,0,0.743316,0.0721925,0.184492,0.256684,0,2742.84,2742.84
intervention,1,2010,male,4,392,4,16,64,1,-0.0123924,146.328,92.2716,2.75768,3165.6,3164.52,16.6431,0,0.0459184,0,0,0.00765306,0,0.0252295,0,0,0.594388,0.140306,0.265306,0.405612,0,2522.95,2522.95
intervention,1,2010,female,4,375,4,16,64,0,-0.0295965,131.681,90.1466,2.73628,2853.59,2467.64,16.5843,0,0.0213333,0,0,0.0133333,0,0.0274284,0,0,0.608,0.186667,0.205333,0.392,0,2742.84,2742.84
intervention,1,2010,male,5,388,5,25,125,1,-0.138157,151.967,95.7408,2.87995,3282.05,3113.23,17.3039,0,0.056701,0,0,0,0,0.0319848,0,0,0.518041,0.198454,0.283505,0.481959,0,3198.48,3198.48
intervention,1,2010,female,5,370,5,25,125,0,-0.0136947,134.694,91.9668,2.82233,2917.82,2427.67,17.2304,0,0.0351351,0,0,0.0189189,0,0.03555,0,0,0.521622,0.245946,0.232432,0.478378,0,3555,3555
intervention,1,2010,male,6,386,6,36,216,1,-0.146251,157.281,99.0012,2.99603,3392.26,3069.35,17.627,0,0.0414508,0,0,0.0129534,0,0.0319848,0,0,0.481865,0.277202,0.240933,0.518135,0,3198.48,3198.48
intervention,1,2010,female,6,369,6,36,216,0,0.00182492,137.602,93.7278,2.90375,2977.26,2394.84,17.5829,0,0.0596206,0,0,0.0216802,0,0.03555,0,0,0.520325,0.287263,0.192412,0.479675,0,3555,3555
intervention,1,2010,male,7,387,7,49,343,1,-0.0158764,162.148,101.989,3.10369,3494.56,3029.97,17.8475,0,0.0361757,0,0,0.0129199,0,0.0319848,0,0,0.503876,0.294574,0.20155,0.496124,0,3198.48,3198.48
intervention,1,2010,female,7,370,7,49,343,0,0.0519102,140.306,95.4039,2.9798,3030.87,2372.11,17.805,0,0.0513514,0,0,0.0135135,0,0.03555,0,0,0.548649,0.286486,0.164865,0.451351,0,3555,3555
intervention,1,2010,male,8,392,8,64,512,1,0.0841451,166.629,104.741,3.20373,3590.21,2989.53,18.0643,0,0.0612245,0,0,0.0153061,0,0.0319848,0,0,0.528061,0.316327,0.155612,0.471939,0,3198.48,3198.48
intervention,1,2010,female,8,375,8,64,512,0,-0.0125941,142.769,97.011,3.05214,3079.65,2357.59,17.9541,0,0.0533333,0,0,0.032,0,0.03555,0,0,0.56,0.330667,0.109333,0.44,0,3555,3555
intervention,1,2010,male,9,399,9,81,729,1,-0.062383,170.897,107.344,3.2984,3681.66,2943.88,18.5265,0,0.0300752,0,0,0.0200501,0,0.0319848,0,0,0.546366,0.315789,0.137845,0.453634,0,3198.48,3198.48
intervention,1,2010,female,9,381,9,81,729,0,-0.011602,145.005,98.5776,3.12299,3125.56,2346.35,18.2958,0,0.0524934,0,0,0.0209974,0,0.03555,0,0,0.627297,0.312336,0.0603675,0.372703,0,3555,3555
intervention,1,2010,male,10,398,10,100,1000,1,-0.0741002,175.156,109.906,3.39065,3771.64,2893.07,18.5384,0,0.0577889,0,0,0.0150754,0,0.0489486,0,0,0.60804,0.326633,0.0653266,0.39196,0,4894.86,4894.86
