source,run,time,gender_name,index_id,count,age,age2,age3,gender,ses,fat,protein,sodium,energy,pa,bmi,alzheimer,asthma,colorectalcancer,diabetes,lowbackpain,osteoarthritisknee,disability_weight,deaths,migrations,normal_weight,over_weight,obese_weight,above_weight,yll,yld,daly
intervention,1,2010,male,0,393,0,0,0,1,-0.0031037,129.728,81.9051,2.39625,2817.39,3343.66,14,0,0,0,0,0,0,0,0,0,0.92112,0.0279898,0.0508906,0.0788804,0,0,0
intervention,1,2010,female,0,377,0,0,0,0,0.0611442,123.072,84.8774,2.47944,2658.48,2578.3,14,0,0,0,0,0,0,0,0,0,0.904509,0.0450928,0.0503979,0.0954907,0,0,0
intervention,1,2010,male,1,391,1,1,1,1,0.0771786,131.817,83.2249,2.44208,2861.89,3319.45,14.6608,0,0.0588235,0,0,0,0,0.0252295,0,0,0.872123,0.0716113,0.056266,0.127877,0,2522.95,2522.95
intervention,1,2010,female,1,375,1,1,1,0,0.0215058,124.146,85.5389,2.51211,2683.43,2566.47,14.6461,0,0.0266667,0,0,0.0133333,0,0.0274284,0,0,0.872,0.0586667,0.0693333,0.128,0,2742.84,2742.84
intervention,1,2010,male,2,390,2,4,8,1,-0.000235203,135.665,85.6443,2.52619,2943.31,3275.81,15.3215,0,0.0538462,0,0,0.0128205,0,0.0252295,0,0,0.820513,0.0871795,0.0923077,0.179487,0,2522.95,2522.95
intervention,1,2010,female,2,373,2,4,8,0,0.0132489,126.128,86.7576,2.57205,2729.13,2542.67,15.2922,0,0.0509383,0,0,0.0080429,0,0.0274284,0,0,0.841823,0.077748,0.080429,0.158177,0,2742.84,2742.84
intervention,1,2010,male,3,392,3,9,27,1,-0.023666,140.713,88.7949,2.63599,3049.07,3221.07,15.9823,0,0.0382653,0,0,0.00765306,0,0.0252295,0,0,0.729592,0.0867347,0.183673,0.270408,0,2522.95,2522.95
intervention,1,2010,female,3,374,3,9,27,0,0.0305158,128.74,88.3577,2.65013,2788.49,2508.27,15.9383,0,0.0427807,0,0,0.0160428,0,0.0274284,0,0,0.721925,0.109626,0.168449,0.278075,0,2742.84,2742.84
intervention,1,2010,male,4,392,4,16,64,1,-0.0403471,146.328,92.2716,2.75768,3165.6,3164.52,16.6431,0,0.0688776,0,0,0.0178571,0,0.0252295,0,0,0.602041,0.132653,0.265306,0.397959,0,2522.95,2522.95
intervention,1,2010,female,4,375,4,16,64,0,-0.0168552,131.681,90.1466,2.73628,2853.59,2467.64,16.5843,0,0.0373333,0,0,0.0213333,0,0.0274284,0,0,0.624,0.165333,0.210667,0.376,0,2742.84,2742.84
intervention,1,2010,male,5,388,5,25,125,1,-0.103589,151.967,95.7408,2.87995,3282.05,3113.23,17.3039,0,0.0618557,0,0,0.0206186,0,0.0319848,0,0,0.528351,0.18299,0.28866,0.471649,0,3198.48,3198.48
intervention,1,2010,female,5,370,5,25,125,0,0.132809,134.694,91.9668,2.82233,2917.82,2427.67,17.2304,0,0.0648649,0,0,0.0162162,0,0.03555,0,0,0.510811,0.240541,0.248649,0.489189,0,3555,3555
intervention,1,2010,male,6,386,6,36,216,1,0.0351426,157.281,99.0012,2.99603,3392.26,3069.35,17.627,0,0.0569948,0,0,0.015544,0,0.0319848,0,0,0.481865,0.292746,0.225389,0.518135,0,3198.48,3198.48
intervention,1,2010,female,6,369,6,36,216,0,0.0215169,137.602,93.7278,2.90375,2977.26,2394.84,17.5829,0,0.0596206,0,0,0.0162602,0,0.03555,0,0,0.493225,0.303523,0.203252,0.506775,0,3555,3555
intervention,1,2010,male,7,387,7,49,343,1,-0.0850381,162.148,101.989,3.10369,3494.56,3029.97,17.8475,0,0.0671835,0,0,0.0103359,0,0.0319848,0,0,0.503876,0.271318,0.224806,0.496124,0,3198.48,3198.48
intervention,1,2010,female,7,370,7,49,343,0,-0.0249478,140.306,95.4039,2.9798,3030.87,2372.11,17.805,0,0.0513514,0,0,0.027027,0,0.03555,0,0,0.527027,0.321622,0.151351,0.472973,0,3555,3555
