source,run,time,gender_name,index_id,count,age,age2,age3,gender,ses,fat,protein,sodium,energy,pa,bmi,alzheimer,asthma,colorectalcancer,diabetes,lowbackpain,osteoarthritisknee,disability_weight,deaths,migrations,normal_weight,over_weight,obese_weight,above_weight,yll,yld,daly
intervention,1,2010,male,0,393,0,0,0,1,0.0143263,129.728,81.9051,2.39625,2817.39,3343.66,14,0,0,0,0,0,0,0,0,0,0.908397,0.0585242,0.0330789,0.0916031,0,0,0
intervention,1,2010,female,0,377,0,0,0,0,0.0179507,123.072,84.8774,2.47944,2658.48,2578.3,14,0,0,0,0,0,0,0,0,0,0.909814,0.0397878,0.0503979,0.0901857,0,0,0
intervention,1,2010,male,1,391,1,1,1,1,0.0834469,131.817,83.2249,2.44208,2861.89,3319.45,14.6608,0,0.0613811,0,0,0.00767263,0,0.0252295,0,0,0.86445,0.0792839,0.056266,0.13555,0,2522.95,2522.95
intervention,1,2010,female,1,375,1,1,1,0,-0.134745,124.146,85.5389,2.51211,2683.43,2566.47,14.6461,0,0.0266667,0,0,0.0106667,0,0.0274284,0,0,0.885333,0.0506667,0.064,0.114667,0,2742.84,2742.84
intervention,1,2010,male,2,390,2,4,8,1,0.00017592,135.665,85.6443,2.52619,2943.31,3275.81,15.3215,0,0.0564103,0,0,0.00769231,0,0.0252295,0,0,0.838462,0.0666667,0.0948718,0.161538,0,2522.95,2522.95
intervention,1,2010,female,2,373,2,4,8,0,0.0140249,126.128,86.7576,2.57205,2729.13,2542.67,15.2922,0,0.0455764,0,0,0.0107239,0,0.0274284,0,0,0.806971,0.0884718,0.104558,0.193029,0,2742.84,2742.84
intervention,1,2010,male,3,392,3,9,27,1,0.0285975,140.713,88.7949,2.63599,3049.07,3221.07,15.9823,0,0.0331633,0,0,0.00510204,0,0.0252295,0,0,0.701531,0.122449,0.17602,0.298469,0,2522.95,2522.95
intervention,1,2010,female,3,374,3,9,27,0,0.0502604,128.74,88.3577,2.65013,2788.49,2508.27,15.9383,0,0.0534759,0,0,0.00534759,0,0.0274284,0,0,0.724599,0.122995,0.152406,0.275401,0,2742.84,2742.84
intervention,1,2010,male,4,392,4,16,64,1,0.052841,146.328,92.2716,2.75768,3165.6,3164.52,16.6431,0,0.0331633,0,0,0.0102041,0,0.0252295,0,0,0.604592,0.130102,0.265306,0.395408,0,2522.95,2522.95
intervention,1,2010,female,4,375,4,16,64,0,0.00221039,131.681,90.1466,2.73628,2853.59,2467.64,16.5843,0,0.0453333,0,0,0.0213333,0,0.0274284,0,0,0.608,0.165333,0.226667,0.392,0,2742.84,2742.84
