"","FoodCarbohydrate","FoodFat","FoodProtein","FoodAlcohol","FoodSodium","FoodFibre","FoodMonounsaturatedFat","FoodPolyunsaturatedFattyAcid","FoodSaturatedFat","FoodTotalSugar","FoodAddedSugar","FoodFruit","FoodVegetable","FoodLegume","FoodRedMeat","FoodProcessedMeat","FoodCalcium","FoodIron","FoodVitaminC","FoodCopper","FoodZinc"
"Intercept",-10.6084496415725,-12.1564093362396,-4.52895158436876,1.71554810566304,-0.304241674828627,-3.43118161997625,-12.3310127054824,-13.2123160169518,-10.4007484190125,-11.9009016526555,-21.3408268821732,2.93813391492451,0.465839073598416,4.70848461346846,1.89739634815278,5.09803645830762,-5.93006661928449,-7.34204933941455,-2.2040479034345,-1.23880071912363,-3.09136680953424
"gender2",0.0943863023840535,0.18344872295105,0.0338792873849416,0.395295652043082,-0.125056319716763,-0.00341742652548377,0.181146902054129,0.2237216704779,0.168580911125007,0.0343875761889272,0.169966128179661,0.00489596374679468,0.0475747250998445,-0.140890511005539,-0.0854254254699877,0.025305754288194,-0.035264764798844,0.197177960649781,0.114266700734444,0.0564984729909284,-0.0402673838291022
"age1",-0.00268889610627739,0.00254003025551953,0.00927750105538403,0.0322835920805892,0.0284506706453035,0.00725029853073358,0.0065890115415359,0.00427869350230414,-0.00200616351681461,-0.0187893500319364,-0.0445352824448848,0.000414238736863299,-0.00422021951761959,0.00797532398305224,0.000130588259042481,-0.00546684273399593,0.00602810268816596,0.0253045545315137,-0.0305727598530342,0.0260817316966984,0.0188422369263673
"age2",0.000154632997584692,4.83034534818556e-05,-7.07063424646876e-05,-0.000422376951609485,-0.00041528074458839,-1.84844496985644e-05,5.45725186836814e-05,-2.57828221175194e-05,0.000107261776625954,0.00044671753713128,0.000690494049241983,-5.42295348241293e-05,9.05237991098382e-06,-0.000106832715956105,-0.000166533749706439,4.30528401312815e-05,7.26799521972525e-05,-0.000128383960265075,0.000326020554760399,-0.000374557386192973,-0.00019748434101716
"ethnicity2",0.136783183887007,-0.353020564058143,-0.0706552740620831,-0.557233856440284,-1.17291741221943,0.652019364990247,-0.397962058568786,-0.255541873269244,-0.410610260328942,0.468963445478525,0.473209033072862,-0.279296336234434,0.0502644171695993,0.27610602208667,0.534106858884968,-0.569818565281123,-0.48677477533753,0.421873359922632,0.498711461635608,2.5644589142103,-0.596783606561013
"ethnicity3",0.474135468625699,0.693505044289089,-0.228703263591436,0.344491381033554,0.426097676893198,1.20825706051849,0.788173275386986,1.23773011416019,-0.305467673898793,0.969528238236196,1.24815408151086,0.125883343295162,-0.156775858600995,0.767475041010889,-0.056078184702989,-0.451233844816383,-0.787685395167715,-0.620093426650995,0.798105466193199,0.246600840491492,0.00907457728799206
"ethnicity4",0.284504743346202,0.520861915161867,-0.389092793645434,1.96187279526336,1.37526060471273,0.990281332283796,0.358272280739699,0.322665808367395,0.450426325220705,0.0459496262552939,0.0373551156104033,0.333284650884871,-0.0875836468295412,-0.61511459751216,-0.970463629889181,-0.643015493069891,-0.463149891322314,0.607768694236509,-0.114402418706712,1.15622368578027,-1.14251257656757
"income",0.00381244116323955,0.00172745487356899,0.000523034284056168,-0.00848455972636189,0.000983421940631359,0.00331847485858678,0.00167017353072754,0.00332746899984263,0.000922187194980066,0.00376707431092475,0.00419119111463175,-0.00317284979703034,0.00130716882155245,0.000397162975986486,-0.00736246541682919,-0.00866385202791895,0.00265702258047469,0.00229924028008178,0.00443344583182321,0.000174398041620615,5.60342403317514e-05
"region2",-0.0272022866218365,-0.305124747545244,0.00571666176543724,0.162412657531478,0.250213854195959,-0.515643213303089,-0.591535500996283,-0.397887560798777,-0.168531016410121,-0.119444234152182,-0.132929954191415,0.0480032552430841,0.0460243422876395,0.0617134241538012,0.121200703510073,0.0537397490939646,0.132820100741697,0.209647184187971,-0.857035605352699,-0.138280100555952,-0.343184402434476
"region3",-0.221225548729898,-0.412313581262711,0.0584951056420858,-0.628707397004891,0.0621818099674986,0.19865553380064,-0.358565760107593,-0.492748382754554,-0.575285147663355,-0.693221158755494,-1.61630922944683,0.335732104783207,0.217963954057686,0.372359603256424,-0.654132949806167,-0.269366039522112,0.0555112056938892,0.563949738033987,-0.450062353750219,-2.87450420230802,0.000480601497184207
"region4",-0.731219139398746,-0.608162917405401,-0.343168983688412,0.272264313464593,-0.428643492918369,-0.75546115596817,-0.638159663366549,-0.60453186619961,-0.610427763765942,-1.00039940601034,-1.71482657176972,0.316267377591381,0.148611433682566,0.452423305823702,-0.19812592962451,-0.12107850807453,-0.352890358969229,-0.911032103108916,-0.422178913949916,-1.36172839612837,-0.526190195621141
"EnergyIntake",0.265009536157663,0.855394428670757,0.130897380954832,0.310356095754276,-0.43612937259383,-0.326997922544956,0.816849531843474,1.01995128308834,0.629469906464879,0.196248529495807,0.961443498661413,-0.130860191831555,0.0946989812186473,-0.809390902989019,0.407684712626115,0.0429970517384421,0.0283209713960617,0.020272879536053,0.0512121026047941,-0.256879261138993,-0.0411028207079212
"min",-17.4690509,-16.6666667,-12.5,-100,-50,-20,-20,-25,-18.75,-23.0769231,-50,-8.1475258,0,-69.315869,-19.868141,-23.487964,-16.5236052,-25,-34.2105263,-100,-25
"max",6.4516129,7.5,6.25,100,25,10,14.2857143,11.1111111,12.5,9.5238095,14.2857143,12.098767,7.5927459,39.103773,19.553582,8.5631035,8.0515298,25,29.1666667,100,20
