"Age","Sex","FoodCarbohydrate","FoodFat","FoodProtein","FoodSodium","EnergyIntake","PhysicalActivity","Weight","Height","gender","RMR","steadystate","ratio","EnergyIntake_old"
53,"Female",260.810624950562,55.9121857907241,44.827665821711,2610.39635372865,1725.7628351584,1.6,55.4348401,151.4508351,0,1078.601771974,1725.7628351584,0.944192213543188,1827.766434
54,"Female",259.034822750809,55.6437718795977,44.547435987988,2594.8492472709,1715.1229823808,1.6,55.3359887,151.3320539,0,1071.951863988,1715.1229823808,0.943024033454418,1818.747902
55,"Female",256.148617709129,55.1356099486093,44.0755819308136,2568.12551111876,1697.11728804096,1.6,54.76937494,151.2243599,0,1060.6983050256,1697.11728804096,0.938242079074883,1808.826662
56,"Female",254.40590423685,54.8725612300386,43.7998983868241,2552.81396204729,1686.6762617808,1.6,54.6760262,151.1166659,0,1054.172663613,1686.6762617808,0.938064128471748,1798.039399
57,"Female",252.665726869961,54.6097164465223,43.5242594138745,2537.48614898548,1676.24739291008,1.6,54.58343812,151.0089718,0,1047.6546205688,1676.24739291008,0.938313281207312,1786.447476
58,"Female",250.990080345181,54.3606631093188,43.2594558505555,2522.76623209965,1666.2441127856,1.6,54.5174759,150.9012778,0,1041.402570491,1666.2441127856,0.939186584777251,1774.135342
59,"Female",249.450102391349,54.1410542075523,43.0178902628328,2509.37234152468,1657.14145801424,1.6,54.50785911,150.7935838,0,1035.7134112589,1657.14145801424,0.94091189448894,1761.207896
60,"Female",245.887185798239,53.4816550885,42.427261717384,2475.57578021496,1634.5926857,1.6,53.65701875,150.6858898,0,1021.6204285625,1634.5926857,0.935235650503522,1747.786972
61,"Female",244.207200673839,53.231032554851,42.1614288616307,2460.68286459283,1624.55381128544,1.6,53.58882966,150.5781958,0,1015.3461320534,1624.55381128544,0.936878392317982,1734.007129
62,"Female",242.487701254312,52.9718597005809,41.888967032263,2445.35312214445,1614.25341017936,1.6,53.50427879,150.4705018,0,1008.9083813621,1614.25341017936,0.93851342676731,1720.010992
63,"Female",240.778949025925,52.7150037997899,41.6186523741187,2430.09162972414,1604.02543992992,1.6,53.42425938,150.3628078,0,1002.5158999562,1604.02543992992,0.940256577934748,1705.944396
64,"Female",239.030028319834,52.4491668203208,41.3417613691874,2414.3821647887,1593.52966031792,1.6,53.32748513,150.2551138,0,995.9560376987,1593.52966031792,0.941829357075564,1691.951571
65,"Female",235.271338056973,51.7409295845189,40.7174605445383,2378.31008918281,1569.6235607696,1.6,52.3917269,150.1474198,0,981.014725481,1569.6235607696,0.935318214908603,1678.170633
66,"Female",233.498815391593,51.4677948476812,40.4370950703235,2362.24862478828,1558.9537953176,1.6,52.28406765,150.0397258,0,974.3461220735,1558.9537953176,0.936460689489864,1664.729564
67,"Female",231.806979249789,51.2114424381396,40.1710985882743,2346.94668785357,1548.81529338928,1.6,52.20964567,149.9320317,0,968.0095583683,1548.81529338928,0.937685476404132,1651.742863
68,"Female",230.109440047235,50.9524694641314,39.9044418998775,2331.52284241703,1538.62775274976,1.6,52.13215564,149.8243377,0,961.6423454686,1538.62775274976,0.938583135276665,1639.30897
69,"Female",228.467607143065,50.7040322871482,39.6476507185034,2316.58966698309,1528.79732152336,1.6,52.07700729,149.7166437,0,955.4983259521,1528.79732152336,0.939348266780893,1627.508535
70,"Female",224.324624942228,49.8969533845135,38.9565340435686,2276.19219337126,1502.19721675696,1.6,50.97270519,149.6089497,0,938.8732604731,1502.19721675696,0.929345423578961,1616.403523
71,"Female",222.753623260489,49.6578433797729,38.7115544826196,2261.77573492675,1492.78130179936,1.6,50.94349004,149.5012557,0,932.9883136246,1492.78130179936,0.929481194600209,1606.037121
72,"Female",221.000215352247,49.374462907259,38.4343635246626,2245.39127633306,1482.10848164512,1.6,50.83563968,149.3935617,0,926.3178010282,1482.10848164512,0.928386732911679,1596.434362
73,"Female",219.274054101376,49.0927231055118,38.1610401701741,2229.14792029479,1471.574885008,1.6,50.7364995,149.2858677,0,919.73430313,1471.574885008,0.926915964017448,1587.603345
74,"Female",217.557865091447,48.8079434567826,37.8882060525945,2212.84954199341,1461.05577578896,1.6,50.63826569,149.1781737,0,913.1598598681,1461.05577578896,0.924989950037983,1579.536919
75,"Female",213.403962885909,47.9690248325662,37.1889087282079,2171.56629723208,1434.09271018672,1.6,49.51125583,149.0704797,0,896.3079438667,1434.09271018672,0.91214813971356,1572.214696
76,"Female",211.703424247744,47.6734063561813,36.9148138570183,2155.03615853438,1423.5336094792,1.6,49.41052005,148.9627857,0,889.7085059245,1423.5336094792,0.909254494055382,1565.60525
77,"Female",210.08256131715,47.3876359312559,36.6521436329694,2139.09213702153,1413.4275435624,1.6,49.33812735,148.8550916,0,883.3922147265,1413.4275435624,0.906235937355166,1559.668388
78,"Female",208.586632123101,47.120970096089,36.4084158953571,2124.17147732501,1404.06892261344,1.6,49.31249666,148.7473976,0,877.5430766334,1404.06892261344,0.903311516242248,1554.357381
79,"Female",206.88891240715,46.7985662314598,36.1262360214226,2106.92406516339,1393.24769022,1.6,49.19536125,148.6397036,0,870.7798063875,1393.24769022,0.899089267183373,1549.62109
80,"Female",202.527007174246,45.8616590879676,35.3751479828109,2062.25622820448,1364.36355209328,1.6,47.94816417,148.5320096,0,852.7272200583,1364.36355209328,0.882851257641708,1545.405911
81,"Female",200.964628624525,45.5461283671432,35.109165498476,2045.79398576898,1354.21033133952,1.6,47.87282128,148.4243156,0,846.3814570872,1354.21033133952,0.878411903317228,1541.657537
82,"Female",199.416762182305,45.221277011743,34.8418242993422,2029.16428577039,1344.0258388488,1.6,47.79552195,148.3166216,0,840.0161492805,1344.0258388488,0.873695761753113,1538.322489
83,"Female",197.856698751972,44.880531950899,34.5684003292602,2012.09122291316,1333.62518385696,1.6,47.70469894,148.2089276,0,833.5157399106,1333.62518385696,0.86861345696363,1535.349439
84,"Female",196.381110325967,44.5455713504338,34.3058314982721,1995.56134629019,1323.6579097704,1.6,47.64098935,148.1012336,0,827.2861936065,1323.6579097704,0.863617319284898,1532.690325
85,"Female",191.272863447121,43.3735442628189,33.4050859829305,1941.84805914023,1289.07369646464,1.6,46.03718096,147.9935396,0,805.6710602904,1289.07369646464,0.842365963143694,1530.301262
86,"Female",189.787396282275,43.01063315483,33.1337968659084,1924.67290539198,1278.78047057616,1.6,45.95307899,147.8858456,0,799.2377941101,1278.78047057616,0.836819753661094,1528.143265
87,"Female",188.463905946212,42.6725539737282,32.88773989014,1908.89507717977,1269.45956910896,1.6,45.92980819,147.7781515,0,793.4122306931,1269.45956910896,0.831787371684569,1526.182787
88,"Female",186.985330512253,42.2886713556333,32.6120410002439,1891.34272120168,1258.98752861408,1.6,45.83451912,147.6704575,0,786.8672053838,1258.98752861408,0.825894834832766,1524.39206
89,"Female",185.636294930989,41.9249723963986,32.3569084918425,1874.94805127486,1249.29756557888,1.6,45.78815882,147.5627635,0,780.8109784868,1249.29756557888,0.820422377917011,1522.749256
90,"Female",184.22778490346,41.5406384143826,32.0899931290369,1857.85806417991,1239.13685807936,1.6,45.71234754,147.4550695,0,774.4605362996,1239.13685807936,0.814557943747258,1521.238443
91,"Female",182.875253473957,41.1639591521032,31.8320757112661,1841.30352249478,1229.30494897232,1.6,45.65710673,147.3473755,0,768.3155931077,1229.30494897232,0.808833425662761,1519.849341
92,"Female",181.412125067928,40.7599129171928,31.5548492814926,1823.67729744512,1218.70711407776,1.6,45.55394764,147.2396815,0,761.6919462986,1218.70711407776,0.802532379187386,1518.576877
93,"Female",180.110351952255,40.3922461585798,31.3063136067395,1807.7864523557,1209.19687737632,1.6,45.51883148,147.1319875,0,755.7480483602,1209.19687737632,0.796876569358165,1517.420544
94,"Female",178.733770479096,40.0105574312002,31.0460556045746,1791.32856143341,1199.21432162672,1.6,45.45416583,147.0242935,0,749.5089510167,1199.21432162672,0.790838358890539,1516.383605
95,"Female",177.390031688129,39.6415939458072,30.7934106577438,1775.45304007288,1189.50811469168,1.6,45.40678927,146.9165995,0,743.4425716823,1189.50811469168,0.784909257610603,1515.472143
96,"Female",175.900602965741,39.247908898942,30.5179514400483,1758.43677340884,1178.90539732448,1.6,45.30332472,146.8089055,0,736.8158733278,1178.90539732448,0.778312558378402,1514.694045
97,"Female",174.516793402657,38.887772755348,30.263768814528,1742.84851344611,1169.11220334256,1.6,45.25050609,146.7012114,0,730.6951270891,1169.11220334256,0.772171375799785,1514.057941
98,"Female",173.056571903751,38.5223266031252,29.9996566165004,1726.91235024563,1158.92585383072,1.6,45.17309058,146.5935174,0,724.3286586442,1158.92585383072,0.765689184182288,1513.572188
99,"Female",171.507438769921,38.1501179862363,29.723723547024,1710.53612215681,1148.27571113632,1.6,45.06665898,146.4858234,0,717.6723194602,1148.27571113632,0.758817314536432,1513.243951
100,"Female",170.157262323918,37.8359324272956,29.4860027168897,1696.60779716534,1139.09645192608,1.6,45.05224962,146.3781294,0,711.9352824538,1139.09645192608,0.752833699175508,1513.078457
