source,run,time,gender_name,index_id,count,age,age2,age3,gender,ses,fat,protein,sodium,energy,pa,bmi,alzheimer,asthma,colorectalcancer,diabetes,lowbackpain,osteoarthritisknee,disability_weight,deaths,migrations,normal_weight,over_weight,obese_weight,above_weight,yll,yld,daly
intervention,1,2010,male,0,393,0,0,0,1,-0.0582498,129.728,81.9051,2.39625,2817.39,3343.66,14,0,0,0,0,0,0,0,0,0,0.903308,0.0483461,0.0483461,0.0966921,0,0,0
intervention,1,2010,female,0,377,0,0,0,0,0.0765607,123.072,84.8774,2.47944,2658.48,2578.3,14,0,0,0,0,0,0,0,0,0,0.912467,0.0318302,0.0557029,0.0875332,0,0,0
intervention,1,2010,male,1,391,1,1,1,1,-0.0491461,131.817,83.2249,2.44208,2861.89,3319.45,14.6608,0,0.0409207,0,0,0.00511509,0,0.0252295,0,0,0.841432,0.0920716,0.0664962,0.158568,0,2522.95,2522.95
intervention,1,2010,female,1,375,1,1,1,0,-0.0380323,124.146,85.5389,2.51211,2683.43,2566.47,14.6461,0,0.024,0,0,0.0186667,0,0.0274284,0,0,0.882667,0.0533333,0.064,0.117333,0,2742.84,2742.84
intervention,1,2010,male,2,390,2,4,8,1,0.0194011,135.665,85.6443,2.52619,2943.31,3275.81,15.3215,0,0.0589744,0,0,0.0102564,0,0.0252295,0,0,0.835897,0.0769231,0.0871795,0.164103,0,2522.95,2522.95
intervention,1,2010,female,2,373,2,4,8,0,0.00886161,126.128,86.7576,2.57205,2729.13,2542.67,15.2922,0,0.0428954,0,0,0.0080429,0,0.0274284,0,0,0.825737,0.0616622,0.112601,0.174263,0,2742.84,2742.84
intervention,1,2010,male,3,392,3,9,27,1,-0.00492962,140.713,88.7949,2.63599,3049.07,3221.07,15.9823,0,0.0688776,0,0,0.0127551,0,0.0252295,0,0,0.706633,0.114796,0.178571,0.293367,0,2522.95,2522.95
intervention,1,2010,female,3,374,3,9,27,0,0.0194141,128.74,88.3577,2.65013,2788.49,2508.27,15.9383,0,0.0347594,0,0,0.0026738,0,0.0274284,0,0,0.713904,0.117647,0.168449,0.286096,0,2742.84,2742.84
intervention,1,2010,male,4,392,4,16,64,1,-0.0509744,146.328,92.2716,2.75768,3165.6,3164.52,16.6431,0,0.0688776,0,0,0.0127551,0,0.0252295,0,0,0.612245,0.137755,0.25,0.387755,0,2522.95,2522.95
intervention,1,2010,female,4,375,4,16,64,0,-0.00211412,131.681,90.1466,2.73628,2853.59,2467.64,16.5843,0,0.0586667,0,0,0.00533333,0,0.0274284,0,0,0.618667,0.165333,0.216,0.381333,0,2742.84,2742.84
intervention,1,2010,male,5,388,5,25,125,1,-0.0624232,151.967,95.7408,2.87995,3282.05,3113.23,17.3039,0,0.0489691,0,0,0.0128866,0,0.0319848,0,0,0.528351,0.17268,0.298969,0.471649,0,3198.48,3198.48
intervention,1,2010,female,5,370,5,25,125,0,0.0597014,134.694,91.9668,2.82233,2917.82,2427.67,17.2304,0,0.0540541,0,0,0.0108108,0,0.03555,0,0,0.524324,0.245946,0.22973,0.475676,0,3555,3555
intervention,1,2010,male,6,386,6,36,216,1,-0.0488551,157.281,99.0012,2.99603,3392.26,3069.35,17.627,0,0.0673575,0,0,0.0103627,0,0.0319848,0,0,0.479275,0.256477,0.264249,0.520725,0,3198.48,3198.48
intervention,1,2010,female,6,369,6,36,216,0,0.0480808,137.602,93.7278,2.90375,2977.26,2394.84,17.5829,0,0.0379404,0,0,0.0298103,0,0.03555,0,0,0.520325,0.276423,0.203252,0.479675,0,3555,3555
intervention,1,2010,male,7,387,7,49,343,1,-0.0602271,162.148,101.989,3.10369,3494.56,3029.97,17.8475,0,0.0542636,0,0,0.0155039,0,0.0319848,0,0,0.509044,0.263566,0.22739,0.490956,0,3198.48,3198.48
intervention,1,2010,female,7,370,7,49,343,0,0.112457,140.306,95.4039,2.9798,3030.87,2372.11,17.805,0,0.0459459,0,0,0.027027,0,0.03555,0,0,0.559459,0.289189,0.151351,0.440541,0,3555,3555
intervention,1,2010,male,8,392,8,64,512,1,-0.0111654,166.629,104.741,3.20373,3590.21,2989.53,18.0643,0,0.0637755,0,0,0.0153061,0,0.0319848,0,0,0.522959,0.32398,0.153061,0.477041,0,3198.48,3198.48
intervention,1,2010,female,8,375,8,64,512,0,0.0855469,142.769,97.011,3.05214,3079.65,2357.59,17.9541,0,0.0506667,0,0,0.016,0,0.03555,0,0,0.568,0.333333,0.0986667,0.432,0,3555,3555
