source,run,time,gender_name,index_id,count,age,age2,age3,gender,ses,fat,protein,sodium,energy,pa,bmi,alzheimer,asthma,colorectalcancer,diabetes,lowbackpain,osteoarthritisknee,disability_weight,deaths,migrations,normal_weight,over_weight,obese_weight,above_weight,yll,yld,daly
baseline,1,2010,male,0,393,0,0,0,1,-0.0508328,129.728,81.9051,2.39625,2817.39,3343.66,14,0,0,0,0,0,0,0,0,0,0.916031,0.0356234,0.0483461,0.0839695,0,0,0
baseline,1,2010,female,0,377,0,0,0,0,0.0512577,123.072,84.8774,2.47944,2658.48,2578.3,14,0,0,0,0,0,0,0,0,0,0.912467,0.0291777,0.0583554,0.0875332,0,0,0
baseline,1,2010,male,1,391,1,1,1,1,-0.00969428,131.817,83.2249,2.44208,2861.89,3319.45,14.6608,0,0.0409207,0,0,0.00255754,0,0.0252295,0,0,0.872123,0.0664962,0.0613811,0.127877,0,2522.95,2522.95
baseline,1,2010,female,1,375,1,1,1,0,-0.0440744,124.146,85.5389,2.51211,2683.43,2566.47,14.6461,0,0.0453333,0,0,0.00533333,0,0.0274284,0,0,0.872,0.0666667,0.0613333,0.128,0,2742.84,2742.84
baseline,1,2010,male,2,390,2,4,8,1,-0.107283,135.665,85.6443,2.52619,2943.31,3275.81,15.3215,0,0.0538462,0,0,0.00512821,0,0.0252295,0,0,0.817949,0.0948718,0.0871795,0.182051,0,2522.95,2522.95
baseline,1,2010,female,2,373,2,4,8,0,-0.0198333,126.128,86.7576,2.57205,2729.13,2542.67,15.2922,0,0.0455764,0,0,0.0080429,0,0.0274284,0,0,0.844504,0.077748,0.077748,0.155496,0,2742.84,2742.84
baseline,1,2010,male,3,392,3,9,27,1,0.0558131,140.713,88.7949,2.63599,3049.07,3221.07,15.9823,0,0.0459184,0,0,0.0102041,0,0.0252295,0,0,0.711735,0.127551,0.160714,0.288265,0,2522.95,2522.95
baseline,1,2010,female,3,374,3,9,27,0,0.0209462,128.74,88.3577,2.65013,2788.49,2508.27,15.9383,0,0.0294118,0,0,0.0106952,0,0.0274284,0,0,0.71123,0.136364,0.152406,0.28877,0,2742.84,2742.84
baseline,1,2010,male,4,392,4,16,64,1,0.0786527,146.328,92.2716,2.75768,3165.6,3164.52,16.6431,0,0.0561224,0,0,0.0102041,0,0.0252295,0,0,0.586735,0.158163,0.255102,0.413265,0,2522.95,2522.95
baseline,1,2010,female,4,375,4,16,64,0,0.0859371,131.681,90.1466,2.73628,2853.59,2467.64,16.5843,0,0.064,0,0,0.016,0,0.0274284,0,0,0.589333,0.216,0.194667,0.410667,0,2742.84,2742.84
baseline,1,2010,male,5,388,5,25,125,1,0.0533545,151.967,95.7408,2.87995,3282.05,3113.23,17.3039,0,0.0438144,0,0,0.0128866,0,0.0319848,0,0,0.536082,0.177835,0.286082,0.463918,0,3198.48,3198.48
baseline,1,2010,female,5,370,5,25,125,0,0.0500022,134.694,91.9668,2.82233,2917.82,2427.67,17.2304,0,0.0459459,0,0,0.0108108,0,0.03555,0,0,0.535135,0.240541,0.224324,0.464865,0,3555,3555
baseline,1,2010,male,6,386,6,36,216,1,0.0339666,157.281,99.0012,2.99603,3392.26,3069.35,17.627,0,0.0362694,0,0,0.0103627,0,0.0319848,0,0,0.502591,0.227979,0.26943,0.497409,0,3198.48,3198.48
baseline,1,2010,female,6,369,6,36,216,0,-0.0803872,137.602,93.7278,2.90375,2977.26,2394.84,17.5829,0,0.0623306,0,0,0.0135501,0,0.03555,0,0,0.544715,0.243902,0.211382,0.455285,0,3555,3555
baseline,1,2010,male,7,387,7,49,343,1,0.0442761,162.148,101.989,3.10369,3494.56,3029.97,17.8475,0,0.0878553,0,0,0.0258398,0,0.0319848,0,0,0.501292,0.312661,0.186047,0.498708,0,3198.48,3198.48
baseline,1,2010,female,7,370,7,49,343,0,-0.0793971,140.306,95.4039,2.9798,3030.87,2372.11,17.805,0,0.0459459,0,0,0.027027,0,0.03555,0,0,0.505405,0.356757,0.137838,0.494595,0,3555,3555
baseline,1,2010,male,8,392,8,64,512,1,0.096479,166.629,104.741,3.20373,3590.21,2989.53,18.0643,0,0.0535714,0,0,0.0153061,0,0.0319848,0,0,0.533163,0.326531,0.140306,0.466837,0,3198.48,3198.48
baseline,1,2010,female,8,375,8,64,512,0,-0.061086,142.769,97.011,3.05214,3079.65,2357.59,17.9541,0,0.0346667,0,0,0.0186667,0,0.03555,0,0,0.565333,0.336,0.0986667,0.434667,0,3555,3555
baseline,1,2010,male,9,399,9,81,729,1,0.0595681,170.897,107.344,3.2984,3681.66,2943.88,18.5265,0,0.0726817,0,0,0.0250627,0,0.0319848,0,0,0.536341,0.368421,0.0952381,0.463659,0,3198.48,3198.48
baseline,1,2010,female,9,381,9,81,729,0,-0.114395,145.005,98.5776,3.12299,3125.56,2346.35,18.2958,0,0.0367454,0,0,0.0262467,0,0.03555,0,0,0.608924,0.322835,0.0682415,0.391076,0,3555,3555
baseline,1,2010,male,10,398,10,100,1000,1,-0.0539165,175.156,109.906,3.39065,3771.64,2893.07,18.5384,0,0.0778894,0,0,0.0125628,0,0.0489486,0,0,0.582915,0.356784,0.0603015,0.417085,0,4894.86,4894.86
baseline,1,2010,female,10,379,10,100,1000,0,-0.028452,147.07,100.127,3.19378,3170.52,2333.51,18.5438,0,0.060686,0,0,0.0263852,0,0.0622047,0,0,0.675462,0.282322,0.0422164,0.324538,0,6220.47,6220.47
baseline,1,2010,male,11,391,11,121,1331,1,-0.0267997,179.591,112.537,3.48432,3863.09,2841.52,18.9925,0,0.0639386,0,0,0.0409207,0,0.0489486,0,0,0.649616,0.299233,0.0511509,0.350384,0,4894.86,4894.86
baseline,1,2010,female,11,371,11,121,1331,0,0.022995,149.044,101.677,3.26502,3215.92,2317,18.8242,0,0.0566038,0,0,0.032345,0,0.0622047,0,0,0.703504,0.269542,0.0269542,0.296496,0,6220.47,6220.47
baseline,1,2010,male,12,385,12,144,1728,1,0.0144038,184.363,115.357,3.58466,3959.55,2796.59,19.2328,0,0.0675325,0,0,0.0337662,0,0.0489486,0,0,0.690909,0.25974,0.0493506,0.309091,0,4894.86,4894.86
baseline,1,2010,female,12,366,12,144,1728,0,0.0389119,151.016,103.247,3.33733,3262.74,2299.25,19.3363,0,0.0601093,0,0,0.0601093,0,0.0622047,0,0,0.718579,0.262295,0.0191257,0.281421,0,6220.47,6220.47
baseline,1,2010,male,13,382,13,169,2197,1,-0.0274243,189.623,118.504,3.69839,4065.58,2769.69,19.6261,0,0.0445026,0,0,0.0287958,0,0.0489486,0,0,0.709424,0.253927,0.0366492,0.290576,0,4894.86,4894.86
baseline,1,2010,female,13,363,13,169,2197,0,0.0569191,153.076,104.876,3.41291,3311.85,2290.44,19.4624,0,0.0826446,0,0,0.0385675,0,0.0622047,0,0,0.798898,0.192837,0.00826446,0.201102,0,6220.47,6220.47
