,slope,std
income_quintile1,0.0886375984478014,0.0640703125
income_quintile2,0.101539246684146,0.0500546875
income_quintile3,0.104842290178545,0.043046875
income_quintile4,0.130929561557805,0.0266953125
income_quintile5,0.131766873018235,0.0407109375
