Age,Gender,FoodCarbohydrate,FoodFat,FoodProtein,FoodSodium,oldenergy,FoodMonounsaturatedFat,FoodPolyunsaturatedFattyAcid,FoodSaturatedFat,FoodTotalSugar,FoodAddedSugar,FoodFibre,FoodFruit,FoodVegetable,FoodRedMeat,FoodProcessedMeat,FoodLegume,FoodCalcium,FoodIron,FoodVitaminC,FoodCopper,FoodZinc,FoodAlcohol,Height,Weight,PhysicalActivity,BMR,EnergyIntake,ratio,Income
36,0,357.971439509159,127.54244972871,108.120060440145,3.83967687152339,2425.61045262674,51.2847212829456,22.5988352934133,46.5213430150815,148.416898678249,90.6237467649464,25.4760934785045,165.095712514845,260.976964093769,51.495841472556,91.1702220775078,33.4521289644171,1248.42538156535,16.1064015894462,101.478393358244,1.63420783383718,12.6701930620367,19.9189495909426,176.4846126,85.5668326,1.764934072,1785.721486424,3151.6806944922,1.29933505649235,733.9020199
37,0,356.983121365187,127.379092681889,107.935967574567,3.83700686249717,2438.21235940609,51.1904119588426,22.5529855438283,46.5096738330177,147.948344323707,90.1006622388335,25.430485959467,165.462851889678,261.984688359721,51.6317389571757,91.3412954104924,33.2461828497462,1244.59648297827,16.0880432187901,101.033939843991,1.63544912825985,12.6547183075436,20.0453311524014,176.3823404,85.74061662,1.765760343,1781.8983875338,3146.40550796283,1.29045589315659,739.2519093
38,0,356.005439640211,127.20621416336,107.746808776533,3.83366063032699,2450.85112601187,51.089055665729,22.501288504494,46.4951331894972,147.518373689944,89.5931067893019,25.3855754404029,165.829327025972,263.020453663162,51.7717609382986,91.5467723156058,33.0422279453057,1241.14945939238,16.0684627142141,100.600094402392,1.63664831020387,12.6371618092677,20.1375734519431,176.2785595,85.89781365,1.766594106,1777.9001552385,3140.82793530082,1.28152538600405,744.3423132
39,0,355.05446754846,127.029018483085,107.557960689327,3.829773980329,2463.48791869794,50.9827184365303,22.4450687034869,46.4794548416692,147.135953393685,89.1059994587871,25.342852927954,166.215823275726,264.104805049613,51.9193864163374,91.7866493652203,32.8502225842737,1238.15709467397,16.0483782739706,100.182016830305,1.63786779035202,12.6182213566124,20.1947025817955,176.1754542,86.04470586,1.767430455,1773.8032002914,3135.07379737148,1.27261586045387,749.1140057
40,0,354.141916157567,126.851247451462,107.373448442821,3.82544297953685,2476.07624901333,50.87285390913,22.3854001541282,46.4639238384587,146.807971413506,88.6428569510192,25.3035031909588,166.642115487799,265.255977867314,52.0774695999402,92.0591208891941,32.6792820959927,1235.67303257648,16.0283673721988,99.7842511270271,1.63915256693877,12.5984726873386,20.2166828783826,176.0745717,86.1864103,1.768263264,1769.668312022,3129.23946561339,1.26378962152734,753.5069956
41,0,353.274051639381,126.674796817572,107.195583284875,3.82071235571114,2488.56440447867,50.7601505902548,22.323026793612,46.4492365750776,146.538703525371,88.2055974025318,25.2683047191939,167.125954326074,266.48839583377,52.2480449168251,92.3604601941462,32.5373178300195,1233.72704960928,16.0088033179234,99.4103176251838,1.64052428420717,12.5783209228168,20.2043546007716,175.976777,86.32638506,1.769084957,1765.5354429994,3123.38219326057,1.25509397612512,757.461722
42,0,352.45108179289,126.499506295903,107.024745450166,3.81556890861271,2500.89798405903,50.64445208564,22.2583159647937,46.435421288422,146.329477831283,87.7944712245768,25.2375625221687,167.68215391473,267.811489871398,52.432203629122,92.6850132101501,32.4307634704039,1232.32204737218,15.9898112992568,99.0624164107171,1.64197728171108,12.5579685480151,20.1593546707409,175.8822606,86.46612467,1.769886276,1761.4207142033,3117.51434833054,1.24655798365303,760.9204718
43,0,351.667115124169,126.323160034718,106.859345438388,3.80994109226602,2513.02240045192,50.5247649228687,22.1912515856898,46.4218326015396,146.178583163035,87.40813938755,25.2110826348144,168.321957835972,269.228960121259,52.6300588774702,93.0253252649044,32.3644014346244,1231.43316197221,15.9712499143246,98.7412769330869,1.64347724458928,12.5374042100198,20.0840314542761,175.7905914,86.60510376,1.770656034,1757.3161828124,3111.60250274262,1.23819131185741,763.8289762
44,0,350.910722022829,126.141707036023,106.695974215162,3.80370510281963,2524.88521475173,50.3993572770832,22.1214685782233,46.4072237734128,146.081437575445,87.0439011138658,25.1881919589743,169.052724496397,270.738547919004,52.840804968035,93.3724066439815,32.3412927863173,1231.00913870785,15.9527207405255,98.4461674477033,1.6449627280713,12.5164138483548,19.9813599925733,175.700807,86.740988,1.771380863,1753.19251387,3105.57166822418,1.22998528807558,766.1381241
45,0,350.166025553582,125.949673364059,106.529721449859,3.79669666707905,2536.43817790147,50.2659365250441,22.0483233246969,46.3898865234092,146.030991854148,86.6980479217734,25.1677997124972,169.87792282325,272.332304124349,53.0628611294767,93.7161189270938,32.3628035541914,1230.97577127787,15.9336036761788,98.1750491131259,1.64634934196492,12.4946118851652,19.8548574029836,175.6115306,86.87008388,1.77204494,1749.0042042112,3099.31405011118,1.22191586497701,767.8057095
