Age,Gender,FoodCarbohydrate,FoodFat,FoodProtein,FoodSodium,FoodMonounsaturatedFat,FoodPolyunsaturatedFattyAcid,FoodSaturatedFat,FoodTotalSugar,FoodAddedSugar,FoodFibre,FoodFruit,FoodVegetable,FoodRedMeat,FoodProcessedMeat,FoodLegume,FoodCalcium,FoodIron,FoodVitaminC,FoodCopper,FoodZinc,FoodAlcohol,Height,Weight,EnergyIntake,inc_quintile,PhysicalActivity,BMR,steadystate,ratio
0,0,67.6264571604076,22.9857237827379,19.1625143284321,0.662131809904771,9.136970430468,3.87710378250302,8.50306201100718,29.5729475196799,17.3830872967953,4.649847913058,27.6868998615809,43.9393677742949,8.38987070069558,15.9531691662977,4.91770377052504,253.1230142598,2.95932959155552,22.1648426777307,0.282918607878845,2.21785284115876,0,63.4,6.05,554.0274,2,1.2,461.6895,554.0274,1
1,0,97.4169506020556,33.1126314350043,27.6106238260513,0.954073290800556,13.1639782245764,5.58606857170625,12.2463070004895,42.5926127284913,25.0522615439986,6.6986602862411,39.8719037186959,63.2898110698602,12.0880301093862,22.9925527609638,7.0904440796347,364.518543103912,4.26290935183773,31.9074041443966,0.407637751565749,3.19520701911231,0,81.7,10.9,798.123980627467,2,1.2881361090573,619.596,798.123980627467,0.99835249411801
2,0,117.852242109571,40.0620406538002,33.4187225983901,1.15484109269427,15.9303067846347,6.76040809719224,14.8093497788397,51.5088323118117,30.3352147180913,8.10501921937098,48.2090395996064,76.553466899718,14.6294042413719,27.8438015986686,8.59340884403255,440.72224148058,5.15702150600211,38.5492201200723,0.493362591028318,3.86634272326348,0,91.9,13.3,965.642224716045,2,1.37477146237631,702.402,965.642224716045,0.996939077787823
3,0,136.33692051314,46.3516071471794,38.6881171782984,1.33705628853675,18.4373821993575,7.82522927850146,17.1222987275741,59.5559131212916,35.1398351307752,9.37830200665598,55.7266221322842,88.5402689253956,16.9340691681866,32.2585589446185,9.96849790828691,509.399062997808,5.96565882058167,44.5071538529375,0.57111161280387,4.47431023437713,0,99.6,15.35,1117.26461509037,2,1.45840530421874,766.0865,1117.26461509037,0.99572912495243
4,0,154.995319253974,52.704582121239,44.0243280022126,1.5216571834045,20.973385303959,8.90307158945272,19.4514092419199,67.658547652017,40.0166990937903,10.6648804929873,63.2923620081733,100.630346699355,19.2674809769578,36.7430433265209,11.3744119091737,578.444283884573,6.78174248622602,50.4661507268514,0.649818100879196,5.08905111391577,0,106.5,17.55,1270.41982811589,2,1.5375368788463,826.2695,1270.41982811589,0.994696078974548
5,0,174.615561230139,59.3904401737963,49.6546657003843,1.71651596035024,23.6461454530499,10.0400516447367,21.8950581378359,76.1565202118733,45.1726413888318,12.0193116732361,71.2286648118266,113.337048971936,21.7298691048614,41.4882967724219,12.8735641343968,650.746162946135,7.63971481305903,56.6719650214161,0.732830275130263,5.73675667934919,0,112.9,20.3,1431.59486928626,2,1.61066543052069,888.822,1431.59486928626,0.993817569596747
6,0,191.729326145251,65.2311072920154,54.5953449673761,1.88763656358586,25.9869383370276,11.0375506553654,24.0184344853948,83.533937540788,49.7112188716955,13.2031453463501,78.1251547791187,124.413288054071,23.891893508839,45.672168753083,14.2143204892683,713.342824451423,8.38779971984132,61.9913092996908,0.805623371887915,6.30378616424217,0,119,21.9,1572.37865007864,2,1.67629020350363,938.011,1572.37865007864,0.993075216074705
7,0,209.025897930159,71.1428928756714,59.6125060913458,2.06151387041898,28.3606260461448,12.0509260789286,26.1594560215568,90.9616545506078,54.3263084120898,14.4017219972054,85.0870066337964,135.611093089898,26.090404686008,49.9331345923143,15.5983282178908,776.238562719674,9.14364492894697,67.2930297605494,0.879501149924268,6.87877768914853,0,125,23.8,1714.83965196706,2,1.73291044205683,989.572,1714.83965196706,0.992454341093826
8,0,227.733036749952,77.5459811750446,65.0588642890854,2.25036434442756,30.9349279465433,13.1520298354822,28.4724373845896,98.9704763347145,59.335896538002,15.699984523214,92.6234227257639,147.735154401462,28.4817235875124,54.5651605143507,17.1222889865439,843.957324930474,9.96095181077981,72.9650427490865,0.959663112098833,7.50254560697268,0,130.6,26.9,1869.08143473155,2,1.77902539044199,1050.621,1869.08143473155,0.991943699052723
9,0,244.119359733429,83.172151728168,69.8700466957014,2.41739118813339,33.203895470264,14.1263565794922,30.4920546473153,105.936396749987,63.7644386562259,16.8409881082678,99.2292729251188,158.375269983492,30.6020969124509,58.6728511328912,18.5100211905435,902.651616570576,10.6765415531886,77.807921725588,1.03040803559086,8.05254685663741,0,135.7,29.7,2004.50699127004,2,1.81313429292083,1105.548,2004.50699127004,0.991535306498101
