Age,Gender,FoodCarbohydrate,FoodFat,FoodProtein,FoodSodium,FoodMonounsaturatedFat,FoodPolyunsaturatedFattyAcid,FoodSaturatedFat,FoodTotalSugar,FoodAddedSugar,FoodFibre,FoodFruit,FoodVegetable,FoodRedMeat,FoodProcessedMeat,FoodLegume,FoodCalcium,FoodIron,FoodVitaminC,FoodCopper,FoodZinc,FoodAlcohol,Height,Weight,EnergyIntake,inc_quintile,PhysicalActivity,BMR,steadystate,ratio
0,1,42.446128069423,14.5440501267254,11.2113091454449,0.410092733200588,5.81348527973494,2.46825277138578,5.38865613232591,18.7426078943055,12.4061363539246,2.93527559888096,17.3030406967506,28.68058362878,5.17327444074663,9.21017488625135,3.13028131352375,159.279760381234,1.78985554585236,14.9970982161198,0.175287325485765,1.32751455886021,0,62,6.15,345.5262,4,1.2,287.9385,345.5262,1
1,1,68.8795233892067,23.6032207335251,18.1986834672881,0.665899107527219,9.4355272254478,4.00570025253761,8.74385110354959,30.4105035027895,20.1497997313896,4.76290441806812,28.0685948923796,46.5584070068127,8.39752729246132,14.9585102881104,5.08286441878112,258.352714247851,2.90427812385565,24.3255742940948,0.284543622219503,2.15433091185126,0,80,10.2,560.741814027705,4,1.28616997653025,435.978,560.741814027705,0.99624915021554
2,1,87.7469406531263,30.0734218675266,23.1976533571486,0.849363162863596,12.0244258022777,5.10385653902184,11.1374852086526,38.7300932141805,25.7134749382573,6.0668073496371,35.7326964278419,59.3546184695779,10.7044176526032,19.0877509185967,6.48349297003323,328.821172130337,3.69929581847099,30.9611277619741,0.362729548377996,2.7447233563345,0,90.5,12.65,714.439172848838,4,1.37086735196459,521.1585,714.439172848838,0.993034723028563
3,1,105.567772363153,36.1902610424942,27.9340883957651,1.02375033075771,14.4744203930118,6.14223281663579,13.3969332561869,46.577117167005,31.0129696846828,7.2977787822474,42.94837356169,71.486140100987,12.890573315857,23.0203065679874,7.81585434517678,395.072372541632,4.44972883539167,37.2001083238182,0.436837395562972,3.30270540513116,0,99,14.9,859.719792418119,4,1.45261952520714,591.841,859.719792418119,0.990285560940084
4,1,122.364648014654,41.9634354129466,32.4172777271499,1.18949477663525,16.7898806171714,7.1226561081186,15.5249778780207,53.9589799173232,36.0613760033635,8.45754234087677,49.7234939902511,82.9780935948344,14.9607319695545,26.7664849764011,9.08471845206746,457.133641404852,5.15652431829595,43.0452360953531,0.507021333165447,3.82913154290747,0,105.5,17.3,996.798621683737,4,1.529953895162,651.522,996.798621683737,0.987940209574222
5,1,139.489164038627,47.8588276153408,37.0085346979288,1.3599215602773,19.1576411860177,8.12447025777461,17.6931749810419,61.469134599405,41.2608653734358,9.63988802760961,56.6087258303215,94.7564157016837,17.0823498413461,30.6258692413013,10.3941247998165,520.00682519772,5.87670942274041,48.9676683950923,0.578942832940568,4.3664944195747,0,112.1,19.5,1136.72024348429,4,1.60139786073326,709.83,1136.72024348429,0.985947048866179
6,1,156.481052969982,53.7215921651841,41.5895552828088,1.53074122413448,21.5161819791279,9.12175549686505,19.843342900606,68.9017979360884,46.478027959388,10.8136055440155,63.420966022416,106.519265890907,19.2018575503711,34.501017382751,11.7145173894161,581.92754153951,6.5910365202391,54.8014737821532,0.650764223418033,4.90066106053829,0,118.2,21.8,1275.77676249782,4,1.66547882082503,766.012,1275.77676249782,0.98426376131174
7,1,174.144285125053,59.8312652781776,46.3777812465885,1.70997565035424,23.9778404799358,10.162426824803,22.0778314061366,76.6081653538448,51.9512242335963,12.0351298646736,70.493200415403,118.824220010499,21.4210313817879,38.5709845889095,13.1114434918672,645.850725712853,7.33361996453385,60.8251739166062,0.725902143720708,5.45715820635245,0,124.2,24.5,1420.56965299017,4,1.72072417434141,825.565,1420.56965299017,0.982856600710995
8,1,191.754332590287,65.9430650656988,51.1844883602519,1.89065810007334,26.4448859734095,11.2054400523349,24.3053481838197,84.2665570919034,57.462015976686,13.255554902147,77.5422059065231,131.188177730695,23.6544859293565,42.676230910658,14.5366132952655,709.05943406731,8.07430596322955,66.7831990993468,0.801418921329104,6.01372619985561,0,130.1,27.4,1565.24286939344,4,1.76566132018649,886.491,1565.24286939344,0.981699736483429
9,1,208.788430485168,71.8810381137785,55.8732197588511,2.06765979863024,28.8468573708772,12.221419219703,26.4604227863422,91.645489809319,62.8461115318122,14.44015670897,84.3706012957546,143.260843104071,25.8411550016458,46.6976494437823,15.95602572485,769.626032603587,8.79156724726658,72.4942948322721,0.875191794757254,6.55445231099669,0,135.8,30.5,1705.57594400009,4,1.79881765726439,948.165,1705.57594400009,0.980774818199436
10,1,225.607942646575,77.7731454768141,60.5431763466136,2.24450452412633,31.2350357326399,13.2326083251782,28.5897883615156,98.9027011423287,68.201459413142,15.6155342386248,91.1409862311186,155.295292610949,28.0290868722176,50.7110604249652,17.4023997933621,828.911098043111,9.50120764805025,78.0869350716428,0.948786499719236,7.09120850211671,0,141.4,34.1,1844.56278526408,4,1.81872058447921,1014.209,1844.56278526408,0.980070905104137
11,1,241.643288234184,83.4263847568589,65.0439181332715,2.4154271799097,33.531747183505,14.2066026356189,30.6222778823236,105.788193724962,73.34371484641,16.7440179188209,97.6412274714441,166.903855381163,30.1509279137081,54.5824662246906,18.8364815112814,884.862831495806,10.1799091681666,83.3681821050946,1.01985595985793,7.6066734928399,0,147.1,38,1977.58628828155,4,1.82455199011099,1083.875,1977.58628828155,0.979575860544265
12,1,257.251337122086,88.9664766987751,69.4730936237557,2.58381471277374,35.7871835700504,15.1651131828276,32.6041604654944,112.459060293834,78.3672774810027,17.8521120905519,104.034056814264,178.334584921249,32.2541101727334,58.384925583033,20.2893304201516,938.85047532241,10.8434265413768,88.4673865023007,1.08993800908129,8.11266141533285,0,152.75,42.5,2107.59601327234,4,1.81811171994362,1159.2225,2107.59601327234,0.979250947993406
13,1,271.267672700259,93.9922333014538,73.5170767854013,2.73772927806975,37.8394870973909,16.0398923104752,34.388853919877,118.408198615475,82.903165667826,18.8606928244362,109.866221137703,188.779345691252,34.1948822891938,61.8459025054087,21.6706265665613,986.701935373172,11.4434052201824,92.991750720504,1.15411509940449,8.5730014319263,0,157.65,47.5,2225.06909765573,4,1.80185410913692,1234.8775,2225.06909765573,0.979057407037162
14,1,279.918470455236,97.1923423360235,76.1473857718492,2.8385150352396,39.1595049485893,16.6067034905968,35.4985901491018,121.99512758903,85.7794103768258,19.5079599082851,113.62018834398,195.592447489028,35.4947184847606,64.0909387416486,22.6721824046824,1014.84716061187,11.8210930428321,95.6623262285413,1.19622384087517,8.86847898539565,0,161,51.7,2298.99450593256,4,1.77823349285074,1292.853,2298.99450593256,0.978961568458662
15,1,282.103245075792,98.1726927686645,77.0484820594664,2.87401668182409,39.5861770427596,16.7968392691281,35.7936333028203,122.753753159622,86.6371642263099,19.7156181329242,114.844904750099,197.957187464671,36.0028122618735,64.8472713002331,23.185381676241,1019.55157606663,11.9298023022247,96.1263483897042,1.2112581313244,8.96333554080838,0,162.7,54.45,2320.16114345901,4,1.74970420624489,1326.0305,2320.16114345901,0.978931706613035
16,1,293.272384183873,102.306618667176,80.4368968620811,3.00127765292418,41.2853938077808,17.5291140525638,37.2345999198068,127.412171350265,90.2131179398428,20.5636621475774,119.834074747853,206.703604046816,37.6885949010922,67.6597224065865,24.4734597618285,1056.75011001301,12.4231798863244,99.6576290240772,1.2654914570828,9.34851607474946,7.22959175740622,163.0317,66.22615967,2466.20383449025,4,1.71165799013397,1440.8274601033,2466.20383449025,0.973249772834659
17,1,291.976100654785,102.114680482396,80.4359340826081,3.00087832511317,41.2391118319722,17.5221326508575,37.0988573311392,126.65031835195,89.9092858628333,20.5497828076474,119.834941756415,206.728657325691,37.799951022527,67.582670228219,24.7497050890664,1049.13526427887,12.393295452553,98.9664078940548,1.26648139648408,9.34105533565258,7.20428212314115,163.029912,66.30654989,2459.11023815313,4,1.71163868138627,1436.6993834011,2459.11023815313,0.973251929726309
18,1,290.792155365832,101.971652251612,80.4800264334551,3.00085180973601,41.2110988598971,17.5239808349809,36.9821939194877,125.943556107872,89.5900912593689,20.5527793486683,119.965220445452,206.8552354421,37.9402508968777,67.5080885211814,25.0428519108841,1042.18726887163,12.3720684509611,98.3409281176644,1.26821360591234,9.34056381299727,7.20925140210469,163.0261472,66.46451213,2453.2983572764,4,1.71160283295954,1433.3338961787,2453.2983572764,0.973258960497009
19,1,289.714836508786,101.873012900274,80.5664856617949,3.00104930805258,41.1992665241777,17.5334706662799,36.8837243998297,125.291590933813,89.2565335058675,20.5718054214774,120.218267679011,207.075883624664,38.1063728629431,67.4361593721227,25.3469327737683,1035.90266313403,12.3591886322103,97.7811155813972,1.27063954772726,9.34675689772645,7.24222519581078,163.0200673,66.69452879,2448.67798115547,4,1.71155580264154,1430.6737632371,2448.67798115547,0.973276129142862
20,1,288.734598448036,101.812753219111,80.6912218912639,3.00130000398845,41.2009300536721,17.5491772919654,36.8020218181451,124.69230645059,88.9093744087558,20.605530776482,120.584432944625,207.380171942434,38.2941754857732,67.3668707754698,25.6553089851006,1030.2586121803,12.3540883885597,97.2850849894793,1.27368842900426,9.35914536933974,7.30015679876712,163.0112561,66.98862565,2445.11915792056,4,1.71150518687082,1428.6367208685,2445.11915792056,0.973310925615602
21,1,287.838719286781,101.783668061295,80.8488925974953,3.00141897025247,41.2129239723718,17.5695037706537,36.7352114972244,124.14200868231,88.5491940219444,20.6521889762297,121.051494127233,207.755212377348,38.4986422375613,67.3000794622138,25.960897885117,1025.21540828921,12.3559677948427,96.849365470134,1.27726943455482,9.37705364588417,7.37934721938572,162.9993119,67.33674556,2442.45889062446,4,1.71146032168043,1427.1197875194,2442.45889062446,0.973372599038603
22,1,287.012179256552,101.777730393303,81.0331381971733,3.00121765348268,41.2317524438569,17.5927574895579,36.6810929306085,123.635768869272,88.1765313829436,20.7096476199659,121.605209261138,208.186393817753,38.7140949969446,67.2356286335156,26.2564503802622,1020.71977321078,12.3638323826855,96.469194843364,1.28127531054379,9.39964869981444,7.47558806949908,162.9839437,67.72725363,2440.50995984112,4,1.71143166443146,1426.0049118887,2440.50995984112,0.973471576658071
23,1,286.238720064657,101.78653296952,81.236897510414,3.00051637412923,41.2537686169161,17.6172352427722,36.6372848584767,123.167847996076,87.7920912693959,20.7755000425106,122.229976026065,208.658305412783,38.9344712518178,67.1735093042965,26.5348710545966,1016.70885728184,12.3765428499353,96.1388720773404,1.28558722887901,9.4259791071658,7.58432578147516,162.9650562,68.14756212,2439.0715474963,4,1.71143009360391,1425.1657468288,2439.0715474963,0.973618805736486
24,1,285.502006134788,101.801768525911,81.4527832515478,2.99915778909621,41.2753711223422,17.6413115392115,36.6013837469802,122.73217082715,87.3969840019617,20.8471742147295,122.909572152899,209.155783727873,39.1536506999377,67.1140439517638,26.7895650329326,1013.11470172143,12.3928740368831,95.8521460879402,1.29008065554101,9.45502218058874,7.70084328000572,162.9428051,68.58484367,2437.94097723859,4,1.71146616937886,1424.4751201383,2437.94097723859,0.973825041800286
