"","quantile"
"1",1.03594018752568
"2",1.09862353712601
"3",0.740190768396419
"4",1.26039060659031
"5",1.5384816105321
"6",0.935616095090425
"7",1.02855363037079
"8",1.16897926753602
"9",0.952566285292901
"10",1.22603207690385
"11",0.811692761706251
"12",0.877008772531472
"13",1.08919750064372
"14",0.878395400649359
"15",0.947056788895531
"16",0.820180352697295
"17",0.76482675539514
"18",1.06642549050406
"19",1.01245400763481
"20",0.951028064677254
"21",0.856357799728544
"22",1.35516061554357
"23",0.950932923253506
"24",0.95014705600935
"25",0.890885409425248
"26",1.09748026515814
"27",0.964754719897364
"28",0.751762379212827
"29",1.08784517474592
"30",1.094843739366
"31",0.821533720171433
"32",1.11619870079263
"33",0.919991889585498
"34",1.44451439580619
"35",0.891679432014137
"36",1.32807965224905
"37",1.55568910691536
"38",0.941722548106004
"39",0.995930299268259
"40",1.5580915213173
"41",0.878143775672596
"42",1.20607088896143
"43",1.03420038214383
"44",0.958353544361117
"45",1.19662092343191
"46",1.18876405050494
"47",0.893483539966073
"48",0.99701742271358
"49",1.16071959040148
"50",1.05573035500385
"51",1.02370766979021
"52",0.939302245872024
"53",1.04617780280749
"54",0.793369884051023
"55",0.86369596589184
"56",0.981341301705455
"57",0.846527842237564
"58",1.12185502732964
"59",1.12908805836154
"60",1.2942526765212
"61",0.938560614777075
"62",0.86971768586405
"63",0.892856155276407
"64",0.863209238674951
"65",0.801585233244618
"66",1.01427787257605
"67",1.20173968043554
"68",1.12439533323031
"69",0.767947183799004
"70",0.938906455101672
"71",0.762928795475989
"72",0.70695034777564
"73",1.05195331141739
"74",0.882783382924032
"75",0.771337825017902
"76",1.18431550429644
"77",1.16897978848046
"78",0.897991031931889
"79",0.882162292768787
"80",1.19828603230465
"81",0.830957621556874
"82",1.12612821459823
"83",1.00454685746129
"84",0.921356443439316
"85",0.892192704751477
"86",0.932861685204089
"87",1.21587988635314
"88",1.29763991392761
"89",1.35144955008856
"90",1.10706210852593
"91",0.796796438376601
"92",0.674623519108526
"93",0.806632960945526
"94",0.932555188915263
"95",0.935891985727979
"96",0.775977060397195
"97",1.30082260463614
"98",1.35266742561635
"99",1.15280016576911
"100",0.926738083818223
"101",1.4013973111028
"102",0.765488883115297
"103",1.19077268009966
"104",0.799581523676415
"105",1.13394065053453
"106",0.929891689023028
"107",0.854987101820931
"108",0.827994719589443
"109",1.22018438208809
"110",1.14036671541367
"111",1.51078484181639
"112",0.991239963211015
"113",0.990806498746204
"114",0.967831618196609
"115",0.85248431280116
"116",0.899438785542485
"117",0.992659868677069
"118",0.941624099159765
"119",1.15522423942727
"120",1.04390492737815
"121",0.864312179098072
"122",0.86873430059413
"123",1.02425515505606
"124",0.711136837727628
"125",0.928120077690601
"126",1.29742056454734
"127",1.41614036715704
"128",1.1179291579445
"129",1.43452745000833
"130",0.961120275785738
"131",0.830474429915316
"132",0.987412345997372
"133",0.957804502163943
"134",1.14277796451291
"135",1.01000167895104
"136",1.13153056426682
"137",1.14993005697672
"138",0.746803473464275
"139",0.804969928778855
"140",1.27452717513374
"141",1.10286201226405
"142",1.34678359164854
"143",0.759744214247646
"144",0.856461442178635
"145",0.904066555014952
"146",1.10961247412868
"147",1.10712351829572
"148",0.930827831284539
"149",1.01651621912341
"150",1.0300693735844
"151",0.854194586524845
"152",0.868434122082992
"153",0.979402965631766
"154",0.762848366264502
"155",1.12646564197421
"156",1.27960871779157
"157",1.05615315045556
"158",1.05461960473612
"159",0.647464475793519
"160",1.14586994652967
"161",1.48932471977483
"162",1.03266168571509
"163",1.09345858566111
"164",0.766215959220189
"165",0.941179042499486
"166",1.08854293000901
"167",1.07693167901715
"168",0.928983149330246
"169",0.995748306910294
"170",0.806784722300005
"171",0.840301722559974
"172",1.14686780310967
"173",1.08123179782722
"174",1.27631131526633
"175",0.784840094282728
"176",0.860208344835538
"177",0.871725947786149
"178",0.969705055784491
"179",1.06855755971456
"180",1.1706064829345
"181",1.32783978723991
"182",0.927180243999488
"183",0.88572603265056
"184",0.770903647304978
"185",1.14887229702947
"186",0.810164942821822
"187",0.894105842711431
"188",0.930172163273774
"189",1.16954879224773
"190",0.883595895464506
"191",1.20510967282223
"192",1.04609023630446
"193",0.755740813817099
"194",1.13043850714191
"195",1.43445217613789
"196",0.797735256317966
"197",1.0839654850538
"198",0.75191903296524
"199",0.855629170613042
"200",1.2097560690002
"201",1.02023490226344
"202",1.17166135101075
"203",0.859618613540419
"204",0.827050517342127
"205",0.94589866391806
"206",0.9544058662816
"207",0.905133242088977
"208",1.18427748571411
"209",1.32808096099937
"210",1.24138833432114
"211",0.99065322951606
"212",1.16319642757969
"213",0.894363053571094
"214",0.941450197284604
"215",0.981021631736327
"216",0.935619869144396
"217",0.951900733119121
"218",0.859252786109415
"219",1.08219966187161
"220",1.11454854984988
"221",1.18443198685402
"222",1.04693535113505
"223",1.19538262532675
"224",0.852058044900454
"225",1.01087486075986
"226",1.36426091766364
"227",0.906114610275571
"228",1.00484081032781
"229",0.838782745646012
"230",1.11838806048133
"231",0.976535721578855
"232",1.06542663577336
"233",1.30122931372441
"234",1.12400279359711
"235",0.935274660102941
"236",0.9253952362292
"237",0.888213136902435
"238",0.812518225140304
"239",0.783545435031783
"240",1.22042877511545
"241",1.08115464293008
"242",0.813834056180747
"243",1.00647898602169
"244",1.12202767097787
"245",1.01097828925352
"246",1.21507271607936
"247",1.18172283406365
"248",1.1306181797429
"249",1.04205897720094
"250",0.885003322362172
"251",1.2924903235565
"252",0.810138082229555
"253",0.84702987341491
"254",1.33296295734408
"255",0.957531677068731
"256",1.22450944390992
"257",1.06394547047472
"258",1.1614739574337
"259",0.993711146677222
"260",1.0546292761558
"261",1.1178586422272
"262",0.889373785966548
"263",1.43209381101306
"264",0.729931447604316
"265",1.11782200160937
"266",1.03201304932591
"267",1.02425620326442
"268",1.20483306791581
"269",1.02323200483468
"270",0.919658103601511
"271",0.927236522381894
"272",1.33171222191097
"273",0.768972977962523
"274",1.28900134220297
"275",0.963568030651381
"276",1.05476537587756
"277",0.909815886270313
"278",0.945713445932558
"279",1.05115808705972
"280",0.83523539687826
"281",1.52653832875111
"282",1.18228644152778
"283",0.908542756798891
"284",0.729942695589028
"285",0.747886744901722
"286",0.751179059096897
"287",0.802381057185418
"288",0.865730198864939
"289",1.02304401582303
"290",0.79545572691936
"291",1.4059045406055
"292",1.00381841565342
"293",0.785392239115573
"294",0.80700100484583
"295",0.960220452028935
"296",0.963013736707312
"297",0.725176239531402
"298",0.731923783812355
"299",0.806241718651193
"300",0.86744156367438
"301",0.779028371503756
"302",1.21882677235446
"303",1.06749450681225
"304",0.765936313157882
"305",0.893798894169576
"306",1.07354873750598
"307",0.933604788314916
"308",0.995969199274128
"309",1.10224945998585
"310",1.24668339155248
"311",0.77535736234097
"312",0.806966503993791
"313",1.22809693682563
"314",0.99909437208205
"315",0.745490962453588
"316",1.14191880889569
"317",1.21150476033229
"318",1.22993218591808
"319",1.07827851754478
"320",0.689183789602182
"321",1.17473986480604
"322",0.986703593453023
"323",0.96098757906847
"324",1.00216696630362
"325",1.12595534155676
"326",0.775852685645336
"327",0.939104172375272
"328",1.05201344895385
"329",1.04579626700746
"330",0.780787717103349
"331",0.751820732629488
"332",0.927006264583622
"333",1.22085048815674
"334",0.939790138392715
"335",0.962457561960818
"336",0.815201041972363
"337",0.778169197398693
"338",1.16097371964674
"339",1.15884425000855
"340",0.94630640789442
"341",1.01196648594879
"342",0.852380760908974
"343",0.973931629401741
"344",0.695686425592253
"345",1.08039222448745
"346",0.916108296985541
"347",0.987288983391563
"348",1.30349200474166
"349",1.15203401901256
"350",0.903852032814952
"351",0.947846898215075
"352",0.8474253650078
"353",1.0524108850539
"354",1.0168971992398
"355",0.867613692234924
"356",0.804525650616254
"357",1.39299573097904
"358",1.15429442545534
"359",0.931004085143418
"360",1.01928443986119
"361",0.835946808005956
"362",1.05885858239397
"363",1.15668761473606
"364",0.763402022028272
"365",0.917461845985012
"366",1.03075830722538
"367",0.904001185856423
"368",0.990424657989872
"369",0.890282954404576
"370",1.02283405010967
"371",0.770854910559171
"372",0.998925960131008
"373",0.852749647326858
"374",1.29878920190964
"375",1.01687441276103
"376",0.804993186016892
"377",0.897826719826574
"378",1.01962909573782
"379",0.756812302655868
"380",1.03213518278162
"381",0.876461296587477
"382",1.08605269232991
"383",1.1436178939542
"384",1.24473759378057
"385",0.870645508552607
"386",0.950187891300431
"387",0.964448006689978
"388",1.20568233078979
"389",1.54148046199622
"390",1.14128587992691
"391",1.46798875236806
"392",0.903286729959467
"393",0.797654562137158
"394",0.943011881225963
"395",0.89515326249089
"396",0.967157146701705
"397",1.12463084901054
"398",0.852213722664754
"399",0.97500860094139
"400",0.933744292645654
"401",0.808069934016721
"402",0.849058370102331
"403",1.14910536918002
"404",0.881525794712878
"405",1.07852024923113
"406",0.83063426085472
"407",0.990538489076789
"408",0.988327885326195
"409",0.905367012970764
"410",1.07054859833664
"411",0.923018006723683
"412",0.823178339408539
"413",1.08339992845365
"414",1.4256747366826
"415",1.4663888324012
"416",0.934355004503234
"417",0.938062737666899
"418",1.01070755908124
"419",1.00534035958115
"420",0.798018449384814
"421",0.720766891085808
"422",0.934431453099319
"423",0.729445364960889
"424",0.683273020222035
"425",0.661923885368086
"426",0.892266615037174
"427",0.939478001516654
"428",0.8105359302051
"429",0.939429466140831
"430",1.00035193246237
"431",1.19622044891744
"432",1.07459787117666
"433",1.24751605297393
"434",1.14604813909599
"435",0.868601621602729
"436",1.14703959169737
"437",1.07067252165856
"438",1.20781561783279
"439",0.732906249826709
"440",0.8316250760917
"441",0.900568170415403
"442",0.79633322887177
"443",0.874194036361996
"444",0.930494637817978
"445",1.27479213228059
"446",0.911199727649241
"447",0.812313282789399
"448",0.710668260064653
"449",1.02695717442393
"450",1.23342070293977
"451",1.31840483870903
"452",1.10074175860209
"453",1.38597921737368
"454",1.04926759229623
"455",0.886021382618078
"456",1.01026596681023
"457",0.830630307389173
"458",0.931149295023341
"459",1.06465696469436
"460",1.00802393249959
"461",1.0022192323779
"462",1.21671833442668
"463",1.26489769397892
"464",0.940333709464018
"465",0.851350305794069
"466",1.01863296917338
"467",0.768399968233239
"468",0.743947214790392
"469",0.726311699653377
"470",0.760162073356887
"471",0.978044879840687
"472",0.905509619219988
"473",0.797720524419141
"474",0.82139636170675
"475",1.45285563950226
"476",1.17367447622522
"477",0.967091718080108
"478",1.06108969656049
"479",0.916204328350675
"480",1.13804892244529
"481",1.02190944750416
"482",1.13377877935578
"483",1.34653173289667
"484",1.10477295745284
"485",0.900278661698495
"486",0.973615989636829
"487",0.647809207344996
"488",1.39041325696512
"489",1.09822872042291
"490",0.858103174259753
"491",0.90225083537701
"492",0.967393858784887
"493",1.52871540356874
"494",1.02209114238428
