Age,Gender,FoodCarbohydrate,FoodFat,FoodProtein,FoodSodium,FoodMonounsaturatedFat,FoodPolyunsaturatedFattyAcid,FoodSaturatedFat,FoodTotalSugar,FoodAddedSugar,FoodFibre,FoodFruit,FoodVegetable,FoodRedMeat,FoodProcessedMeat,FoodLegume,FoodCalcium,FoodIron,FoodVitaminC,FoodCopper,FoodZinc,FoodAlcohol,Height,Weight,EnergyIntake,inc_quintile,PhysicalActivity,BMR,steadystate,ratio
0,0,67.6264571604076,22.9857237827379,19.1625143284321,0.662131809904771,9.136970430468,3.87710378250302,8.50306201100718,29.5729475196799,17.3830872967953,4.649847913058,27.6868998615809,43.9393677742949,8.38987070069558,15.9531691662977,4.91770377052504,253.1230142598,2.95932959155552,22.1648426777307,0.282918607878845,2.21785284115876,0,63.4,6.05,554.0274,3,1.2,461.6895,554.0274,1
1,0,97.7193267706029,33.215410987864,27.6963254887715,0.957034675081245,13.2048383959715,5.603407381857,12.2843187773598,42.7248175549169,25.1300222089784,6.71945251202147,39.9956636332143,63.4862587153789,12.1255506046098,23.0639202177155,7.11245237799396,365.649986038093,4.27614115789106,32.006442746548,0.40890303384683,3.20512474339113,0,81.7,10.9,800.601307928274,3,1.29213440359246,619.596,800.601307928274,1.00145131829764
2,0,118.532841298985,40.2933997854314,33.6117164278209,1.1615103244163,16.0223046430604,6.7994495968591,14.8948740868615,51.8062969072371,30.5104012243323,8.15182587669163,48.4874478223658,76.9955647892971,14.7138893601109,28.0046001414799,8.64303596175949,443.267421741382,5.1868034142115,38.7718426811423,0.496211770420502,3.8886709342194,0,91.9,13.3,971.218828976107,3,1.38271079663228,702.402,971.218828976107,1.00269642203595
3,0,137.436835404942,46.7255544445679,39.0002383268476,1.34784315476055,18.586128050229,7.88836027913429,17.2604349806262,60.0363877828173,35.4233300770477,9.45396261273479,56.1762035173004,89.254578445874,17.0706868560939,32.5188088405214,10.048919992466,513.508702654863,6.01378750759818,44.8662207962889,0.575719126054427,4.5104072830622,0,99.6,15.35,1126.27828492827,3,1.47017116856683,766.0865,1126.27828492827,1.00376229226041
4,0,156.549835117881,53.2331794324508,44.4658672474407,1.53691854898906,21.1837365605761,8.99236438932513,19.6464959347791,68.3371248255743,40.4180440754446,10.7718432451066,63.9271487957964,101.639612470009,19.460722972783,37.1115553823315,11.4884908622707,584.245754664549,6.84975954848644,50.9722978303434,0.656335410894316,5.14009143388732,0,106.5,17.55,1283.16142435334,3,1.55295750884347,826.2695,1283.16142435334,1.00467232110866
5,0,176.658735764055,60.0853669836768,50.2356743329163,1.73660089248653,23.9228287101124,10.1575301655238,22.1512519437641,77.047626718031,45.7012059100301,12.1599494912688,72.0621105425685,114.663204387738,21.9841300359468,41.9737508225867,13.0241975499689,658.360535793596,7.72910702210648,57.33508298698,0.741405113164631,5.8038823986834,0,112.9,20.3,1448.34594324098,3,1.62951180690957,888.822,1448.34594324098,1.00544621675313
6,0,194.244005255627,66.0866639569863,55.3114053441244,1.91239438405009,26.3277772284617,11.182316709786,24.3334549190379,84.6295500480899,50.363220139114,13.3763148580845,79.1498268971918,126.04506501179,24.2052542592362,46.2711947393422,14.4007523488133,722.69886995187,8.49781223155028,62.8043734962588,0.81618974848167,6.38646521862684,0,119,21.9,1593.00161801188,3,1.69827605221248,938.011,1593.00161801188,1.00610016927881
7,0,212.015109737785,72.1602843927919,60.4650052737675,2.09099491398373,28.7662021928725,12.2232624778374,26.5335539471968,92.2624677728753,55.1032113900376,14.6076763687473,86.303808414934,137.550423501696,26.4635151308162,50.6472122113709,15.821394868243,787.339299519243,9.27440523978406,68.255365629564,0.892078611608239,6.97714886561064,0,125,23.8,1739.36301958134,3,1.75769223419957,989.572,1739.36301958134,1.00664710985743
8,0,231.211958306456,78.7305979938434,66.052723979568,2.28474161853563,31.4074996437288,13.3529443833204,28.9073913007938,100.482380485698,60.2423303716104,15.9398224289218,94.038367287855,149.992003125018,28.9168193626756,55.3987150827022,17.3838544629547,856.84988269184,10.1131184462068,74.0796797104763,0.974323227887514,7.61715685535914,0,130.6,26.9,1897.63411108869,3,1.8062023423182,1050.621,1897.63411108869,1.00709694324918
9,0,248.039261811787,84.5076733794484,70.9919722224458,2.45620800607407,33.7370609635931,14.3531879728566,30.9816752514162,107.637451112277,64.7883244958692,17.1114092021101,100.822628870333,160.918351985045,31.0934845001466,59.6149797348592,18.8072424785826,917.145780211229,10.8479781712009,79.0573082323274,1.04695362462026,8.18184915856821,0,135.7,29.7,2036.69399655197,3,1.84224836601574,1105.548,2036.69399655197,1.00745670377258
