Age,Gender,FoodCarbohydrate,FoodFat,FoodProtein,FoodSodium,FoodMonounsaturatedFat,FoodPolyunsaturatedFattyAcid,FoodSaturatedFat,FoodTotalSugar,FoodAddedSugar,FoodFibre,FoodFruit,FoodVegetable,FoodRedMeat,FoodProcessedMeat,FoodLegume,FoodCalcium,FoodIron,FoodVitaminC,FoodCopper,FoodZinc,FoodAlcohol,Height,Weight,EnergyIntake,inc_quintile,PhysicalActivity,BMR,steadystate,ratio
0,0,67.6264571604076,22.9857237827379,19.1625143284321,0.662131809904771,9.136970430468,3.87710378250302,8.50306201100718,29.5729475196799,17.3830872967953,4.649847913058,27.6868998615809,43.9393677742949,8.38987070069558,15.9531691662977,4.91770377052504,253.1230142598,2.95932959155552,22.1648426777307,0.282918607878845,2.21785284115876,0,63.4,6.05,554.0274,4,1.2,461.6895,554.0274,1
1,0,97.6120270967557,33.1789391569225,27.6659138313243,0.955983813272325,13.1903389627486,5.59725461961052,12.270830110974,42.6779040206108,25.1024284537213,6.71207428821663,39.9517468175242,63.4165483000592,12.1122362719379,23.0385951239108,7.10464262484038,365.248487935919,4.27144578629233,31.9712984104048,0.408454042192703,3.20160539004547,0,81.7,10.9,799.722216124623,4,1.29071558906872,619.596,799.722216124623,1.00035168526312
2,0,118.29132732189,40.211300857183,33.5432316161643,1.15914371466652,15.9896587495327,6.78559552826341,14.8645253646033,51.700740129322,30.4482354290834,8.13521630362737,48.3886532922217,76.8386841740416,14.683909399292,27.9475399859735,8.62542553441777,442.364251980425,5.17623515728582,38.6928439680209,0.495200725069336,3.88074765850403,0,91.9,13.3,969.239943466863,4,1.37989348473789,702.402,969.239943466863,1.00065340005106
3,0,137.046525184011,46.5928574028711,38.8894805988128,1.34401538211164,18.5333448518662,7.86595793238158,17.2114166503452,59.8658889808738,35.3227304979919,9.42711407373007,56.016667346802,89.001102191639,17.0222073961396,32.4264578821661,10.0203818194877,512.050376765789,5.99670880577992,44.7388041215687,0.574084127266636,4.49759806741084,0,99.6,15.35,1123.07973975714,4,1.46599599360795,766.0865,1123.07973975714,1.000911683245
4,0,155.998207501231,53.0456040710656,44.3091848698865,1.5315029781868,21.1090923803261,8.9606783991585,19.5772684602189,68.0963283707722,40.2756248304406,10.7338869852884,63.7018915752896,101.281469536535,19.392150098058,36.9807870628994,11.4480093834593,582.187074162325,6.82562335868137,50.7926890358266,0.654022711311068,5.12197952476328,0,106.5,17.55,1278.64000612406,4,1.54748542227936,826.2695,1278.64000612406,1.00113220241362
5,0,175.933705209711,59.8387687798365,50.0295005558206,1.72947365531761,23.8246462925481,10.1158423333607,22.0603403089291,76.7314131819801,45.5136421843428,12.1100434683239,71.7663582168888,114.192611601706,21.893904291277,41.8014850600408,12.970744539968,655.658538056774,7.69738575610408,57.099772308334,0.738362289622019,5.78006250630919,0,112.9,20.3,1442.40174208066,4,1.62282407735256,888.822,1442.40174208066,1.00131973399108
6,0,193.35165897824,65.7830654573088,55.0573077899119,1.90360894942492,26.206828867812,11.1309457618105,24.2216683653968,84.2407665495053,50.1318542756,13.3148648032781,78.7862169453963,125.466020915174,24.0940566523756,46.0586274154674,14.334596084515,719.378831089281,8.4587737495092,62.5158536584431,0.812440217664794,6.35712614864625,0,119,21.9,1585.68345618838,4,1.690474265428,938.011,1585.68345618838,1.00147820043321
7,0,210.954373193766,71.7992579981312,60.1624917368432,2.08053342036018,28.6222814980864,12.1621080572237,26.4008034543226,91.8008677891332,54.8275235388911,14.5345924448388,85.8720203051765,136.862242545943,26.3311150503825,50.3938182484985,15.7422385678508,783.400148349428,9.22800429895468,67.9138760030077,0.88761543733429,6.94224136876306,0,125,23.8,1730.66078170562,4,1.74889829310613,989.572,1730.66078170562,1.00161073590429
8,0,229.977445844226,78.3102308766143,65.7000479695802,2.27254267336984,31.2398052476359,13.2816488656949,28.7530457597034,99.9458738454156,59.920677857864,15.8547147658997,93.5362672356133,149.191149231263,28.7624234822343,55.1029241354604,17.2910366643716,852.274895021691,10.0591213655831,73.6841452905856,0.969121013538927,7.57648648894049,0,130.6,26.9,1887.50205314476,4,1.79655846698739,1050.621,1887.50205314476,1.00171973985442
9,0,246.648265237747,84.0337569385904,70.5938514192131,2.44243366689639,33.5478645602666,14.2726957348498,30.8079309666689,107.033823587176,64.4249935588503,17.0154489440313,100.257218659385,160.015926801724,30.919113192561,59.2806607566179,18.7017720394926,912.002454800363,10.7871430422734,78.6139572720774,1.04108234079855,8.13596559938589,0,135.7,29.7,2025.27227907516,4,1.83191709367224,1105.548,2025.27227907516,1.00180691747179
